category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_id,target_uniprot_count,target_yamanishi_degree,ligand_yamanishi_degree,label,ligand_MolecularWeight,ligand_MonoisotopicMass,ligand_TPSA,ligand_Complexity,ligand_Charge,ligand_HBondDonorCount,ligand_HBondAcceptorCount,ligand_RotatableBondCount,ligand_HeavyAtomCount,ligand_IsotopeAtomCount,ligand_AtomStereoCount,ligand_DefinedAtomStereoCount,ligand_UndefinedAtomStereoCount,ligand_BondStereoCount,ligand_DefinedBondStereoCount,ligand_UndefinedBondStereoCount,ligand_CovalentUnitCount,ligand_Volume3D,ligand_FeatureCount3D,ligand_FeatureAcceptorCount3D,ligand_FeatureDonorCount3D,ligand_FeatureAnionCount3D,ligand_FeatureCationCount3D,ligand_FeatureRingCount3D,ligand_FeatureHydrophobeCount3D,ligand_ConformerModelRMSD3D,ligand_EffectiveRotorCount3D,ligand_ConformerCount3D,ligand_XLogP,ligand_MW,target_length,target_mass,target_degree_up,affinity,rank,total,inverted_rank,proportion
enzyme,D00394,5584,Trimipramine,hsa:1583,P05108,2,10,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,521,60102,1,-7.4857,6428,7569,1141,0.849253534152464
enzyme,D00394,5584,Trimipramine,hsa:1584,P15538,2,11,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,503,57573,0,-7.2768,6032,7569,1537,0.7969348659003831
enzyme,D00394,5584,Trimipramine,hsa:1585,P19099,1,9,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,503,57560,0,-8.6081,7395,7569,174,0.9770114942528736
enzyme,D00394,5584,Trimipramine,hsa:1586,P05093,2,13,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,508,57371,0,-7.4503,6357,7569,1212,0.8398731668648435
enzyme,D00394,5584,Trimipramine,hsa:1588,P11511,3,20,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,503,57883,0,-7.9238,6939,7569,630,0.9167657550535078
enzyme,D00394,5584,Trimipramine,hsa:1589,P08686,2,10,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,495,56001,0,-8.0411,7047,7569,522,0.9310344827586207
enzyme,D00394,5584,Trimipramine,hsa:1595,Q16850,1,12,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,509,57278,0,-6.9857,5394,7569,2175,0.7126436781609196
enzyme,D00394,5584,Trimipramine,hsa:5740,Q16647,1,12,44,1,294.4,294.2095988,6.5,317,0,0,2,4,22,0,1,0,1,0,0,0,1,244.4,6,0,0,0,2,3,1,0.8,4.6,10,5.8,294.4,500,57104,0,-7.0414,5531,7569,2038,0.7307438234905536
enzyme,D00398,135398741,Valacyclovir Hydrochloride,hsa:30,P09110,2,7,1,1,360.8,360.1312809,147,483,0,4,7,8,24,0,1,1,0,0,0,0,2,,,,,,,,,,,0,,360.8,424,44292,2,-6.6494,4607,7293,2686,0.6317016317016317
enzyme,D00401,1349907,Methimazole,hsa:4353,P05164,1,5,8,1,114.17,114.0251694,47.4,119,0,1,1,0,7,0,0,0,0,0,0,0,1,86,3,1,1,0,0,1,0,0.4,0,1,-0.3,114.17,745,83869,3,-4.4901,7506,7536,30,0.9960191082802548
enzyme,D00401,1349907,Methimazole,hsa:7453,P23381,2,2,8,1,114.17,114.0251694,47.4,119,0,1,1,0,7,0,0,0,0,0,0,0,1,86,3,1,1,0,0,1,0,0.4,0,1,-0.3,114.17,471,53165,2,-4.2269,7335,7536,201,0.973328025477707
enzyme,D00410,4174,Metyrapone,hsa:10858,Q9Y6A2,1,11,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,500,56821,0,-7.1556,6522,7532,1010,0.8659054699946893
enzyme,D00410,4174,Metyrapone,hsa:1544,P05177,1,24,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,516,58407,1,-7.1722,6557,7532,975,0.8705523101433882
enzyme,D00410,4174,Metyrapone,hsa:1545,Q16678,2,18,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,543,60846,1,-7.2308,6659,7532,873,0.8840945300053107
enzyme,D00410,4174,Metyrapone,hsa:1548,P11509,1,18,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,494,56517,1,-7.8189,7265,7532,267,0.9645512480084971
enzyme,D00410,4174,Metyrapone,hsa:1551,P24462,1,18,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,503,57470,0,-6.4476,4926,7532,2606,0.6540095592140202
enzyme,D00410,4174,Metyrapone,hsa:1553,Q16696,1,19,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,494,56688,0,-7.4937,6988,7532,544,0.9277748274030801
enzyme,D00410,4174,Metyrapone,hsa:1555,P20813,1,18,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,491,56278,0,-7.1053,6438,7532,1094,0.854753053637812
enzyme,D00410,4174,Metyrapone,hsa:1557,P33261,1,27,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,490,55945,0,-7.0653,6375,7532,1157,0.846388741370154
enzyme,D00410,4174,Metyrapone,hsa:1558,P10632,1,22,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,490,55825,3,-7.4152,6904,7532,628,0.9166224110462029
enzyme,D00410,4174,Metyrapone,hsa:1559,P11712,1,25,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,490,55628,0,-7.2249,6649,7532,883,0.8827668613913967
enzyme,D00410,4174,Metyrapone,hsa:1562,P33260,2,18,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,490,55711,0,-4.1162,284,7532,7248,0.03770578863515667
enzyme,D00410,4174,Metyrapone,hsa:1565,P10635,3,30,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,497,55769,0,-7.3969,6881,7532,651,0.9135687732342007
enzyme,D00410,4174,Metyrapone,hsa:1571,P05181,1,23,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,493,56849,0,-6.833,5891,7532,1641,0.782129580456718
enzyme,D00410,4174,Metyrapone,hsa:1576,P08684,2,34,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,503,57343,2,-6.6388,5445,7532,2087,0.7229155602761551
enzyme,D00410,4174,Metyrapone,hsa:1577,P20815,1,18,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,502,57109,1,-7.2873,6738,7532,794,0.894583112055231
enzyme,D00410,4174,Metyrapone,hsa:1581,P22680,1,11,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,504,57661,0,-6.7426,5684,7532,1848,0.7546468401486989
enzyme,D00410,4174,Metyrapone,hsa:1582,Q9UNU6,1,11,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,501,58068,0,-6.4515,4937,7532,2595,0.6554699946893255
enzyme,D00410,4174,Metyrapone,hsa:1584,P15538,2,11,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,503,57573,0,-6.4665,4984,7532,2548,0.6617100371747212
enzyme,D00410,4174,Metyrapone,hsa:1586,P05093,2,13,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,508,57371,0,-7.0852,6407,7532,1125,0.8506372809346787
enzyme,D00410,4174,Metyrapone,hsa:1588,P11511,3,20,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,503,57883,0,-6.4212,4860,7532,2672,0.645246946362188
enzyme,D00410,4174,Metyrapone,hsa:1589,P08686,2,10,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,495,56001,0,-7.2871,6737,7532,795,0.8944503451938396
enzyme,D00410,4174,Metyrapone,hsa:1595,Q16850,1,12,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,509,57278,0,-7.0306,6327,7532,1205,0.840015932023367
enzyme,D00410,4174,Metyrapone,hsa:3290,P28845,2,1,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,292,32401,0,-6.8836,6019,7532,1513,0.7991237387148168
enzyme,D00410,4174,Metyrapone,hsa:51181,Q7Z4W1,2,3,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,244,25913,2,-7.4451,6941,7532,591,0.9215347849176846
enzyme,D00410,4174,Metyrapone,hsa:5740,Q16647,1,12,44,1,226.27,226.1106131,42.9,275,0,0,3,3,17,0,0,0,0,0,0,0,1,183.3,6,3,0,0,0,2,1,0.6,3,10,2,226.27,500,57104,0,-6.8353,5900,7532,1632,0.7833244822092406
enzyme,D00414,60490,Zileuton,hsa:240,P09917,1,11,1,1,236.29,236.0619488,94.8,275,0,2,3,2,16,0,1,0,1,0,0,0,1,178.3,4,1,1,0,0,2,0,0.6,3,10,1.6,236.29,674,77983,24,-7.6648,6841,7327,486,0.9336699877166644
enzyme,D00416,4189,Miconazole,hsa:1557,P33261,1,27,2,1,416.1,413.986024,27.1,417,0,0,2,6,25,0,1,0,1,0,0,0,1,292.2,5,1,0,0,1,3,0,0.8,6,10,5.3,416.1,490,55945,0,-9.0394,7264,7390,126,0.9829499323410014
enzyme,D00416,4189,Miconazole,hsa:1559,P11712,1,25,2,1,416.1,413.986024,27.1,417,0,0,2,6,25,0,1,0,1,0,0,0,1,292.2,5,1,0,0,1,3,0,0.8,6,10,5.3,416.1,490,55628,0,-8.2788,6793,7390,597,0.9192151556156969
enzyme,D00417,4197,Milrinone,hsa:10846,Q9Y233,1,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1055,114946,0,-7.097,6039,7469,1430,0.8085419734904271
enzyme,D00417,4197,Milrinone,hsa:10924,Q92484,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,453,51260,0,-6.9462,5731,7469,1738,0.7673048600883653
enzyme,D00417,4197,Milrinone,hsa:1267,P09543,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,421,47579,1,-7.0286,5910,7469,1559,0.7912705850850181
enzyme,D00417,4197,Milrinone,hsa:306,P12429,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,323,36375,0,-6.3416,4123,7469,3346,0.5520149953139644
enzyme,D00417,4197,Milrinone,hsa:339221,Q6UWV6,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,458,51478,5,-6.4692,4527,7469,2942,0.6061052349712144
enzyme,D00417,4197,Milrinone,hsa:51095,Q96Q11,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,434,50128,2,-6.4979,4608,7469,2861,0.6169500602490293
enzyme,D00417,4197,Milrinone,hsa:5138,O00408,2,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,941,105717,2,-6.6505,5028,7469,2441,0.6731824876154773
enzyme,D00417,4197,Milrinone,hsa:5140,Q13370,2,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1112,124333,5,-8.3297,7328,7469,141,0.9811219708126925
enzyme,D00417,4197,Milrinone,hsa:5141,P27815,1,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,886,98143,7,-7.6673,6886,7469,583,0.9219440353460973
enzyme,D00417,4197,Milrinone,hsa:5142,Q07343,2,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,736,83343,2,-8.6887,7407,7469,62,0.9916990226268577
enzyme,D00417,4197,Milrinone,hsa:5143,Q08493,4,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,712,79902,10,-6.6227,4936,7469,2533,0.6608649082875887
enzyme,D00417,4197,Milrinone,hsa:5144,Q08499,2,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,809,91115,12,-9.8783,7468,7469,1,0.9998661132681751
enzyme,D00417,4197,Milrinone,hsa:5146,P51160,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,858,99147,0,-7.8251,7025,7469,444,0.940554291069755
enzyme,D00417,4197,Milrinone,hsa:5147,O43924,2,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,150,17420,12,-6.5032,4623,7469,2846,0.6189583612264025
enzyme,D00417,4197,Milrinone,hsa:5148,P18545,1,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,87,9643,8,-3.9721,205,7469,7264,0.02744678002409961
enzyme,D00417,4197,Milrinone,hsa:5150,Q13946,1,18,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,482,55505,0,-7.7992,7006,7469,463,0.9380104431650823
enzyme,D00417,4197,Milrinone,hsa:5151,O60658,1,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,829,93304,0,-7.4824,6644,7469,825,0.8895434462444771
enzyme,D00417,4197,Milrinone,hsa:5152,O76083,2,19,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,593,68493,46,-7.5567,6756,7469,713,0.9045387602088633
enzyme,D00417,4197,Milrinone,hsa:5168,Q13822,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,863,98994,0,-7.528,6719,7469,750,0.8995849511313428
enzyme,D00417,4197,Milrinone,hsa:5169,O14638,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,875,100124,0,-7.1745,6198,7469,1271,0.8298299638505824
enzyme,D00417,4197,Milrinone,hsa:5330,Q00722,2,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1185,134024,1,-8.5318,7383,7469,86,0.9884857410630606
enzyme,D00417,4197,Milrinone,hsa:5331,Q01970,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1234,138799,1,-8.4258,7358,7469,111,0.9851385727674388
enzyme,D00417,4197,Milrinone,hsa:5335,P19174,2,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1290,148532,39,-5.8798,2702,7469,4767,0.36176194939081535
enzyme,D00417,4197,Milrinone,hsa:5336,P16885,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1265,147870,10,-5.4214,1381,7469,6088,0.18489757665015397
enzyme,D00417,4197,Milrinone,hsa:5337,Q13393,2,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,1074,124184,12,-6.5452,4728,7469,2741,0.6330164680680145
enzyme,D00417,4197,Milrinone,hsa:5338,O14939,1,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,933,105987,5,-7.1232,6099,7469,1370,0.8165751773999197
enzyme,D00417,4197,Milrinone,hsa:55512,Q9NY59,2,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,655,71081,1,-6.1372,3513,7469,3956,0.47034408890078994
enzyme,D00417,4197,Milrinone,hsa:55775,Q9NUW8,2,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,608,68420,13,-6.2731,3905,7469,3564,0.5228276877761414
enzyme,D00417,4197,Milrinone,hsa:6609,P17405,2,3,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,631,69936,1,-7.7009,6917,7469,552,0.9260945240326683
enzyme,D00417,4197,Milrinone,hsa:8654,O76074,1,20,47,1,211.22,211.0745619,65.8,419,0,1,3,1,16,0,0,0,0,0,0,0,1,166.2,6,3,1,0,0,2,0,0.6,1,1,0,211.22,875,99985,2,-7.8251,7026,7469,443,0.9406881778015799
enzyme,D00418,4201,Minoxidil,hsa:6799,P50226,1,2,1,1,209.25,209.1276601,88.9,329,0,3,3,1,15,0,0,0,0,0,0,0,1,154.3,6,0,2,0,2,2,0,0.6,2.2,4,1.2,209.25,295,34310,1,-8.3476,7314,7327,13,0.9982257404121742
enzyme,D00421,5362129,Ramipril,hsa:1636,P12821,2,31,1,1,416.5,416.2311221,95.9,619,0,2,6,10,30,0,5,5,0,0,0,0,1,327.9,10,4,1,1,1,3,0,1.2,12.2,10,1.4,416.5,1306,149715,1,-8.692,7068,7375,307,0.9583728813559322
enzyme,D00423,37542,Ribavirin,hsa:132,P55263,1,2,4,1,244.2,244.0807695,144,304,0,4,7,3,17,0,4,4,0,0,0,0,1,169.5,13,5,4,0,2,2,0,0.6,4,10,-1.8,244.2,362,40545,0,-7.4498,7057,7400,343,0.9536486486486486
enzyme,D00423,37542,Ribavirin,hsa:22978,P49902,3,2,4,1,244.2,244.0807695,144,304,0,4,7,3,17,0,4,4,0,0,0,0,1,169.5,13,5,4,0,2,2,0,0.6,4,10,-1.8,244.2,561,64970,10,-7.0082,6435,7400,965,0.8695945945945946
enzyme,D00423,37542,Ribavirin,hsa:3614,P20839,1,2,4,1,244.2,244.0807695,144,304,0,4,7,3,17,0,4,4,0,0,0,0,1,169.5,13,5,4,0,2,2,0,0.6,4,10,-1.8,244.2,514,55406,7,-7.374,6967,7400,433,0.9414864864864865
enzyme,D00425,4409,Nabumetone,hsa:5742,P23219,1,61,2,1,228.29,228.1150297,26.3,262,0,0,2,4,17,0,0,0,0,0,0,0,1,189.8,4,2,0,0,0,2,0,0.6,4,10,3.1,228.29,599,68686,4,-7.9839,6932,7573,641,0.9153571900171662
enzyme,D00425,4409,Nabumetone,hsa:5743,P35354,1,61,2,1,228.29,228.1150297,26.3,262,0,0,2,4,17,0,0,0,0,0,0,0,1,189.8,4,2,0,0,0,2,0,0.6,4,10,3.1,228.29,604,68996,1,-7.6904,6584,7573,989,0.8694044632246137
enzyme,D00434,54454,Simvastatin,hsa:1576,P08684,2,34,2,1,418.6,418.2719243,72.8,706,0,1,5,7,30,0,7,7,0,0,0,0,1,332.3,9,3,1,0,0,3,2,1,9,10,4.7,418.6,503,57343,2,-8.1215,6527,7514,987,0.868645195634815
enzyme,D00434,54454,Simvastatin,hsa:3156,P04035,1,12,2,1,418.6,418.2719243,72.8,706,0,1,5,7,30,0,7,7,0,0,0,0,1,332.3,9,3,1,0,0,3,2,1,9,10,4.7,418.6,888,97476,2,-7.4443,5317,7514,2197,0.7076124567474048
enzyme,D00437,4485,Nifedipine,hsa:10858,Q9Y6A2,1,11,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,500,56821,0,-7.2822,7178,7455,277,0.9628437290409121
enzyme,D00437,4485,Nifedipine,hsa:1543,P04798,2,19,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,512,58165,2,-7.1665,7069,7455,386,0.9482226693494299
enzyme,D00437,4485,Nifedipine,hsa:1544,P05177,1,24,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,516,58407,1,-7.268,7161,7455,294,0.9605633802816902
enzyme,D00437,4485,Nifedipine,hsa:1545,Q16678,2,18,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,543,60846,1,-7.098,6997,7455,458,0.9385647216633132
enzyme,D00437,4485,Nifedipine,hsa:1548,P11509,1,18,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,494,56517,1,-7.6685,7357,7455,98,0.9868544600938968
enzyme,D00437,4485,Nifedipine,hsa:1551,P24462,1,18,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,503,57470,0,-6.8652,6716,7455,739,0.9008718980549967
enzyme,D00437,4485,Nifedipine,hsa:1553,Q16696,1,19,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,494,56688,0,-7.7686,7391,7455,64,0.9914151576123407
enzyme,D00437,4485,Nifedipine,hsa:1555,P20813,1,18,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,491,56278,0,-6.2344,5344,7455,2111,0.7168343393695507
enzyme,D00437,4485,Nifedipine,hsa:1557,P33261,1,27,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,490,55945,0,-7.6789,7363,7455,92,0.9876592890677398
enzyme,D00437,4485,Nifedipine,hsa:1558,P10632,1,22,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,490,55825,3,-7.2793,7176,7455,279,0.9625754527162977
enzyme,D00437,4485,Nifedipine,hsa:1562,P33260,2,18,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,490,55711,0,-3.7524,257,7455,7198,0.034473507712944336
enzyme,D00437,4485,Nifedipine,hsa:1565,P10635,3,30,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,497,55769,0,-6.7219,6500,7455,955,0.8718980549966465
enzyme,D00437,4485,Nifedipine,hsa:1571,P05181,1,23,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,493,56849,0,-7.9148,7412,7455,43,0.9942320590207914
enzyme,D00437,4485,Nifedipine,hsa:1576,P08684,2,34,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,503,57343,2,-6.4949,6035,7455,1420,0.8095238095238095
enzyme,D00437,4485,Nifedipine,hsa:1577,P20815,1,18,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,502,57109,1,-6.7061,6473,7455,982,0.8682763246143528
enzyme,D00437,4485,Nifedipine,hsa:1581,P22680,1,11,42,1,346.3,346.1164863,110,608,0,1,7,5,25,0,0,0,0,0,0,0,1,257.8,9,4,1,1,1,2,0,0.8,6.4,9,2.2,346.3,504,57661,0,-6.5798,6214,7455,1241,0.8335345405767941
