category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_id,target_uniprot_count,target_yamanishi_degree,ligand_yamanishi_degree,label,ligand_MolecularWeight,ligand_MonoisotopicMass,ligand_TPSA,ligand_Complexity,ligand_Charge,ligand_HBondDonorCount,ligand_HBondAcceptorCount,ligand_RotatableBondCount,ligand_HeavyAtomCount,ligand_IsotopeAtomCount,ligand_AtomStereoCount,ligand_DefinedAtomStereoCount,ligand_UndefinedAtomStereoCount,ligand_BondStereoCount,ligand_DefinedBondStereoCount,ligand_UndefinedBondStereoCount,ligand_CovalentUnitCount,ligand_Volume3D,ligand_FeatureCount3D,ligand_FeatureAcceptorCount3D,ligand_FeatureDonorCount3D,ligand_FeatureAnionCount3D,ligand_FeatureCationCount3D,ligand_FeatureRingCount3D,ligand_FeatureHydrophobeCount3D,ligand_ConformerModelRMSD3D,ligand_EffectiveRotorCount3D,ligand_ConformerCount3D,ligand_XLogP,ligand_MW,target_length,target_mass,target_degree_up,affinity,rank,total,inverted_rank,proportion
ion_channel,D01253,2910,Cyclothiazide,hsa:6529,P30531,1,1,1,0,389.9,389.027076,135,758,0,3,7,2,24,0,4,0,4,0,0,0,1,262.3,11,4,3,0,1,3,0,0.6,3.2,10,2,389.9,599,67074,1,-10.5015,2,20,18,0.1
ion_channel,D00709,5284583,Levetiracetam,hsa:2898,Q13002,4,1,2,0,170.21,170.1055277,63.4,203,0,1,2,3,12,0,1,1,0,0,0,0,1,134.6,5,2,1,0,0,1,1,0.6,3.8,10,-0.3,170.21,908,102583,0,-6.7256,2,20,18,0.1
ion_channel,D00771,2733,Chlorzoxazone,hsa:2897,P39086,1,3,1,0,169.56,168.9930561,38.3,185,0,1,2,0,11,0,0,0,0,0,0,0,1,118.7,4,1,1,0,0,2,0,0.4,0,1,1.8,169.56,918,103981,0,-7.7348,14,20,6,0.7
nuclear_receptor,D00279,2796,Clofibrate,hsa:7421,P11473,2,5,1,0,242.7,242.070972,35.5,232,0,0,3,5,16,0,0,0,0,0,0,0,1,185.1,4,2,0,0,0,1,1,0.6,5,10,3.3,242.7,427,48289,18,-7.6581,5,20,15,0.25
nuclear_receptor,D00088,5754,Cortisol,hsa:4306,P08235,1,3,1,0,362.5,362.2093241,94.8,684,0,3,5,2,26,0,7,7,0,0,0,0,1,274.5,12,5,3,0,0,4,0,0.8,3.8,2,1.6,362.5,984,107082,0,-11.0314,19,20,1,0.95
nuclear_receptor,D00954,13109,Levonorgestrel,hsa:7421,P11473,2,5,2,0,312.4,312.2089301,37.3,609,0,1,2,2,23,0,6,6,0,0,0,0,1,251.4,9,2,1,0,0,4,2,0.6,2.8,1,3.3,312.4,427,48289,18,-11.3819,18,20,2,0.9
nuclear_receptor,D00950,13109,Levonorgestrel,hsa:6097,P51449,2,1,2,0,312.4,312.2089301,37.3,609,0,1,2,2,23,0,6,6,0,0,0,0,1,251.4,9,2,1,0,0,4,2,0.6,2.8,1,3.3,312.4,518,58195,4,-10.6668,5,20,15,0.25
nuclear_receptor,D00554,5991,Ethinylestradiol,hsa:7421,P11473,2,5,1,0,296.4,296.17763,40.5,505,0,2,2,1,22,0,5,5,0,0,0,0,1,238.8,8,1,2,0,0,4,1,0.6,1.4,1,3.7,296.4,427,48289,18,-11.0989,4,20,16,0.2
nuclear_receptor,D00462,5878,Oxandrolone,hsa:5241,P06401,1,10,1,0,306.4,306.2194948,46.5,503,0,1,3,0,22,0,7,7,0,0,0,0,1,239.9,7,2,1,0,0,4,0,0.6,2,1,3.7,306.4,933,98981,5,-11.0544,14,20,6,0.7
nuclear_receptor,D01115,443872,Eplerenone,hsa:6095,P35398,1,2,1,0,414.5,414.2042387,82.2,907,0,0,6,2,30,0,8,8,0,0,0,0,1,310.9,9,4,0,0,0,5,0,0.8,4.2,2,1.4,414.5,523,58975,3,-11.4982,18,20,2,0.9
nuclear_receptor,D00443,5833,Spironolactone,hsa:6095,P35398,1,2,1,0,416.6,416.2021307,85.7,818,0,0,5,2,29,0,7,7,0,0,0,0,1,325,7,2,0,0,0,5,0,0.8,4.2,1,2.9,416.6,523,58975,3,-11.3815,19,20,1,0.95
nuclear_receptor,D00327,6446,Fluoxymesterone,hsa:5241,P06401,1,10,2,0,336.4,336.2100729,57.5,630,0,2,4,0,24,0,7,7,0,0,0,0,1,258.3,9,3,2,0,0,4,0,0.6,1.8,1,2.4,336.4,933,98981,5,-11.4818,14,20,6,0.7
nuclear_receptor,D00040,5997,Cholesterol,hsa:6097,P51449,2,1,1,0,386.7,386.3548661,20.2,591,0,1,1,5,28,0,8,8,0,0,0,0,1,325.9,9,1,1,0,0,4,3,0.8,7,8,8.7,386.7,518,58195,4,-11.1976,12,20,8,0.6
