category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_id,target_uniprot_count,target_yamanishi_degree,ligand_yamanishi_degree,label,ligand_MolecularWeight,ligand_MonoisotopicMass,ligand_TPSA,ligand_Complexity,ligand_Charge,ligand_HBondDonorCount,ligand_HBondAcceptorCount,ligand_RotatableBondCount,ligand_HeavyAtomCount,ligand_IsotopeAtomCount,ligand_AtomStereoCount,ligand_DefinedAtomStereoCount,ligand_UndefinedAtomStereoCount,ligand_BondStereoCount,ligand_DefinedBondStereoCount,ligand_UndefinedBondStereoCount,ligand_CovalentUnitCount,ligand_Volume3D,ligand_FeatureCount3D,ligand_FeatureAcceptorCount3D,ligand_FeatureDonorCount3D,ligand_FeatureAnionCount3D,ligand_FeatureCationCount3D,ligand_FeatureRingCount3D,ligand_FeatureHydrophobeCount3D,ligand_ConformerModelRMSD3D,ligand_EffectiveRotorCount3D,ligand_ConformerCount3D,ligand_XLogP,ligand_MW,target_length,target_mass,target_degree_up
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2264,P22455,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,802,87954,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2321,P17948,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1338,150769,9
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2322,P36888,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,993,112903,12
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2324,P35916,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1363,152757,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:238,Q9UM73,2,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1620,176442,6
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:25,P00519,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1130,122873,49
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2534,P06241,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,537,60762,96
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3055,P08631,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,526,59600,70
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3480,P08069,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1367,154793,21
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3643,P06213,1,9,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1382,156333,28
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3645,P14616,1,9,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1297,143720,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3702,Q08881,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,620,71831,7
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3716,P23458,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1154,133277,7
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3717,O60674,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1132,130674,10
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3718,P52333,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1124,125099,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3791,P35968,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1356,151527,20
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3815,P10721,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,976,109865,50
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3932,P06239,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,509,58001,40
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4058,P29376,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,864,91681,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4067,P07948,3,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,512,58574,41
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4145,P42679,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,507,56469,7
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4233,P08581,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1390,155541,60
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4486,Q04912,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1400,152241,4
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4914,P04629,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,796,87497,14
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4915,Q16620,3,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,822,91999,2
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4916,Q16288,2,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,839,94428,12
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4919,Q01973,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,937,104283,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4920,Q01974,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,943,104757,29
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4921,Q16832,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,855,96736,5
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5156,P16234,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1089,122670,13
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5159,P09619,2,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1106,123968,32
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:558,P30530,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,894,98337,7
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5604,Q02750,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,393,43439,15
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5605,P36507,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,400,44424,10
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5607,Q13163,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,448,50112,13
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5608,P52564,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,334,37492,6
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5747,Q05397,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1052,119233,27
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5754,Q13308,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1070,118392,6
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5979,P07949,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1114,124319,7
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6098,P08922,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,2347,263915,2
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:613,P11274,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1271,142819,6
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6259,P34925,3,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,607,67815,0
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6416,P45985,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,399,44288,2
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:657,P36894,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,532,60198,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:658,O00238,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,502,56930,2
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:660,P51813,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,675,78011,7
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6714,P12931,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,536,59835,73
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:695,Q06187,3,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,659,76281,12
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7006,P42680,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,631,73581,3
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7010,Q02763,2,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1124,125830,10
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7046,P36897,3,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,503,55960,5
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7075,P35590,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1138,125090,6
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7294,P42681,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,527,61258,22
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7297,P29597,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,1187,133650,19
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7301,Q06418,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,890,96905,12
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7525,P07947,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,543,60801,62
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7535,P43403,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,619,69872,10
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:780,Q08345,1,8,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,913,101128,4
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:90,Q04771,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,509,57153,1
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:9088,Q99640,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,499,54521,18
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:91,P36896,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,505,56807,4
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:93,Q13705,1,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,512,57724,2
enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:94,P37023,2,1,96,1,639.6,639.1862207,184,629,0,4,15,8,44,0,0,0,0,2,2,0,3,,,,,,,,,,,0,,639.6,503,56124,3
enzyme,D01475,2097,Alminoprofen,hsa:5742,P23219,1,61,2,1,219.28,219.1259288,49.3,255,0,2,3,5,16,0,1,0,1,0,0,0,1,180.7,7,2,1,1,1,1,1,0.6,5,10,3.2,219.28,599,68686,4
enzyme,D01475,2097,Alminoprofen,hsa:5743,P35354,1,61,2,1,219.28,219.1259288,49.3,255,0,2,3,5,16,0,1,0,1,0,0,0,1,180.7,7,2,1,1,1,1,1,0.6,5,10,3.2,219.28,604,68996,1
enzyme,D01513,5720,Zaltoprofen,hsa:5742,P23219,1,61,2,1,298.4,298.0663655,79.7,422,0,1,4,2,21,0,1,0,1,0,0,0,1,229.2,8,3,0,1,0,3,1,0.6,2.4,8,3.5,298.4,599,68686,4
enzyme,D01513,5720,Zaltoprofen,hsa:5743,P35354,1,61,2,1,298.4,298.0663655,79.7,422,0,1,4,2,21,0,1,0,1,0,0,0,1,229.2,8,3,0,1,0,3,1,0.6,2.4,8,3.5,298.4,604,68996,1
enzyme,D01547,5485193,Imidapril Hydrochloride,hsa:5742,P23219,1,61,2,1,441.9,441.1666633,116,619,0,3,7,10,30,0,3,3,0,0,0,0,2,,,,,,,,,,,0,,441.9,599,68686,4
enzyme,D01547,5485193,Imidapril Hydrochloride,hsa:5743,P35354,1,61,2,1,441.9,441.1666633,116,619,0,3,7,10,30,0,3,3,0,0,0,0,2,,,,,,,,,,,0,,441.9,604,68996,1
enzyme,D01549,5282183,Indomethacin farnesil,hsa:1636,P12821,2,31,1,1,562.1,561.2645865,57.5,928,0,0,4,13,40,0,0,0,0,2,2,0,1,455.4,11,3,0,0,0,3,5,1.8,14,10,9.8,562.1,1306,149715,1
enzyme,D01565,10649,Dequalinium Chloride,hsa:5742,P23219,1,61,2,1,527.6,526.2630027,59.8,532,0,2,4,11,36,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,527.6,599,68686,4
enzyme,D01565,10649,Dequalinium Chloride,hsa:5743,P35354,1,61,2,1,527.6,526.2630027,59.8,532,0,2,4,11,36,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,527.6,604,68996,1
enzyme,D01578,1981,Acemetacin,hsa:5742,P23219,1,61,2,1,415.8,415.082265,94.8,620,0,1,6,7,29,0,0,0,0,0,0,0,1,308.3,9,5,0,1,0,3,0,1,8,10,4.2,415.8,599,68686,4
enzyme,D01578,1981,Acemetacin,hsa:5743,P35354,1,61,2,1,415.8,415.082265,94.8,620,0,1,6,7,29,0,0,0,0,0,0,0,1,308.3,9,5,0,1,0,3,0,1,8,10,4.2,415.8,604,68996,1
enzyme,D01582,3475,Gliclazide,hsa:5742,P23219,1,61,2,1,323.4,323.1303627,86.9,497,0,2,4,3,22,0,2,0,2,0,0,0,1,242.8,8,3,2,0,0,3,0,0.8,6.2,10,1.5,323.4,599,68686,4
enzyme,D01582,3475,Gliclazide,hsa:5743,P35354,1,61,2,1,323.4,323.1303627,86.9,497,0,2,4,3,22,0,2,0,2,0,0,0,1,242.8,8,3,2,0,0,3,0,0.8,6.2,10,1.5,323.4,604,68996,1
enzyme,D01665,5362115,Delapril Hydrochloride,hsa:2548,P10253,1,4,3,1,489,488.2077999,95.9,649,0,3,6,12,34,0,2,2,0,0,0,0,2,,,,,,,,,,,0,,489,952,105324,0
enzyme,D01665,5362115,Delapril Hydrochloride,hsa:8972,O43451,1,4,3,1,489,488.2077999,95.9,649,0,3,6,12,34,0,2,2,0,0,0,0,2,,,,,,,,,,,0,,489,2753,312022,7
enzyme,D01667,1549120,Epalrestat,hsa:1636,P12821,2,31,1,1,319.4,319.0336856,115,519,0,1,5,4,21,0,0,0,0,2,2,0,1,240.8,8,4,0,1,0,2,1,0.6,4.4,10,3.8,319.4,1306,149715,1
enzyme,D01688,444025,Loteprednol Etabonate,hsa:231,P15121,1,12,1,1,466.9,466.175831,99.1,882,0,1,7,7,32,0,7,7,0,0,0,0,1,343.8,8,3,1,0,0,4,0,1,8.4,4,3.9,466.9,316,35853,1
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:10846,Q9Y233,1,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,1055,114946,0
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5138,O00408,2,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,941,105717,2
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5140,Q13370,2,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,1112,124333,5
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5141,P27815,1,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,886,98143,7
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5142,Q07343,2,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,736,83343,2
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5143,Q08493,4,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,712,79902,10
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5144,Q08499,2,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,809,91115,12
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5147,O43924,2,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,150,17420,12
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5148,P18545,1,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,87,9643,8
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5150,Q13946,1,18,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,482,55505,0
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5151,O60658,1,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,829,93304,0
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5152,O76083,2,19,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,593,68493,46
enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:8654,O76074,1,20,19,1,425.9,425.1829821,112,511,0,3,8,8,29,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,425.9,875,99985,2
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:10846,Q9Y233,1,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,1055,114946,0
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5138,O00408,2,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,941,105717,2
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5140,Q13370,2,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,1112,124333,5
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5141,P27815,1,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,886,98143,7
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5142,Q07343,2,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,736,83343,2
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5143,Q08493,4,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,712,79902,10
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5144,Q08499,2,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,809,91115,12
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5147,O43924,2,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,150,17420,12
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5148,P18545,1,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,87,9643,8
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5150,Q13946,1,18,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,482,55505,0
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5151,O60658,1,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,829,93304,0
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5152,O76083,2,19,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,593,68493,46
enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:8654,O76074,1,20,19,1,304.31,304.1286681,59.2,321,0,2,5,4,21,0,2,0,2,0,0,0,4,,,,,,,,,,,0,,304.31,875,99985,2
enzyme,D01709,23675769,"sodium;1,3-dimethyl-7H-purine-2,6-dione;acetate",hsa:5742,P23219,1,61,2,1,262.2,262.0677991,109,302,0,1,5,0,18,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,262.2,599,68686,4
enzyme,D01709,23675769,"sodium;1,3-dimethyl-7H-purine-2,6-dione;acetate",hsa:5743,P35354,1,61,2,1,262.2,262.0677991,109,302,0,1,5,0,18,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,262.2,604,68996,1
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:10846,Q9Y233,1,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,1055,114946,0
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5138,O00408,2,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,941,105717,2
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5140,Q13370,2,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,1112,124333,5
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5141,P27815,1,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,886,98143,7
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5142,Q07343,2,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,736,83343,2
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5143,Q08493,4,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,712,79902,10
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5144,Q08499,2,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,809,91115,12
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5147,O43924,2,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,150,17420,12
enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5148,P18545,1,20,19,1,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,87,9643,8
