category,kegg_drug,pubchem_cid,kegg_target,chosen_uniprot,chosen_affinity,rank_1_based,total_ranked_uniprots,rank_percentile,higher_ranked_targets,higher_ranked_yamanishi_known_positives,higher_ranked_apparent_false_positives,higher_ranked_apparent_fp_fraction
enzyme,D00448,5339,hsa:4048,P09960,-9.4563,434,7285,0.059574468085106386,433,1,432,0.9976905311778291
enzyme,D00449,5342,hsa:5743,P35354,-9.7075,245,7451,0.03288149241712522,244,0,244,1.0
enzyme,D00451,5358,hsa:22954,Q13049,-5.994,3287,7398,0.44430927277642607,3286,0,3286,1.0
enzyme,D00452,5359,hsa:5742,P23219,-7.9492,485,7466,0.06496115724618269,484,0,484,1.0
enzyme,D00452,5359,hsa:5743,P35354,-7.6957,752,7466,0.1007232788641843,751,1,750,0.9986684420772304
enzyme,D00454,135398745,hsa:1544,P05177,-8.4493,434,7394,0.0586962401947525,433,0,433,1.0
enzyme,D00454,135398745,hsa:1565,P10635,-7.6179,1529,7394,0.20678928861238843,1528,1,1527,0.9993455497382199
enzyme,D00459,54891,hsa:1636,P12821,-9.0406,531,7267,0.07307004265859364,530,0,530,1.0
enzyme,D00463,4614,hsa:5742,P23219,-7.0163,4161,7463,0.5575505828755192,4160,1,4159,0.9997596153846153
enzyme,D00463,4614,hsa:5743,P35354,-8.9712,443,7463,0.05935950690071017,442,0,442,1.0
enzyme,D00475,4911,hsa:4942,P04181,-5.9622,2797,7401,0.37792190244561547,2796,0,2796,1.0
enzyme,D00487,7550,hsa:43,P22303,-1.0447,3446,7611,0.45276573380633295,3445,0,3445,1.0
enzyme,D00488,4993,hsa:1719,P00374,-7.5055,399,7466,0.05344227163139566,398,0,398,1.0
enzyme,D00494,4927,hsa:2147,P00734,-6.6512,1859,7526,0.24701036407121976,1858,0,1858,1.0
enzyme,D00496,5852,hsa:834,P29466,-4.0042,4024,7411,0.542976656321684,4023,0,4023,1.0
enzyme,D00501,4740,hsa:10846,Q9Y233,-6.5682,1847,7466,0.24738815965711225,1846,20,1826,0.9891657638136512
enzyme,D00501,4740,hsa:10924,Q92484,-6.0976,3105,7466,0.41588534690597373,3104,27,3077,0.9913015463917526
enzyme,D00501,4740,hsa:1267,P09543,-6.8022,1310,7466,0.17546209482989553,1309,14,1295,0.9893048128342246
enzyme,D00501,4740,hsa:22978,P49902,-6.6348,1680,7466,0.22502009107956067,1679,19,1660,0.98868374032162
enzyme,D00501,4740,hsa:306,P12429,-6.237,2701,7466,0.3617733726225556,2700,23,2677,0.9914814814814815
enzyme,D00501,4740,hsa:30833,Q8TCD5,-6.7965,1329,7466,0.17800696490758103,1328,15,1313,0.9887048192771084
enzyme,D00501,4740,hsa:339221,Q6UWV6,-7.1721,702,7466,0.09402625234395928,701,7,694,0.9900142653352354
enzyme,D00501,4740,hsa:3612,P29218,-7.2354,614,7466,0.08223948566836324,613,6,607,0.9902120717781403
enzyme,D00501,4740,hsa:51095,Q96Q11,-6.212,2775,7466,0.3716849718724886,2774,24,2750,0.9913482335976929
enzyme,D00501,4740,hsa:51251,Q9H0P0,-7.5198,292,7466,0.039110634878114114,291,1,290,0.9965635738831615
enzyme,D00501,4740,hsa:5138,O00408,-5.8698,3777,7466,0.505893383337798,3776,30,3746,0.9920550847457628
enzyme,D00501,4740,hsa:5140,Q13370,-7.082,822,7466,0.11009911599249933,821,8,813,0.9902557856272838
enzyme,D00501,4740,hsa:5141,P27815,-6.8745,1195,7466,0.160058933833378,1194,13,1181,0.9891122278056952
enzyme,D00501,4740,hsa:5142,Q07343,-8.333,17,7466,0.002276989016876507,16,0,16,1.0
enzyme,D00501,4740,hsa:5143,Q08493,-6.0686,3197,7466,0.4282078757031878,3196,28,3168,0.9912390488110138
enzyme,D00501,4740,hsa:5144,Q08499,-7.3612,443,7466,0.05933565496919368,442,3,439,0.9932126696832579
enzyme,D00501,4740,hsa:5146,P51160,-7.0248,913,7466,0.12228770425930886,912,11,901,0.9879385964912281
enzyme,D00501,4740,hsa:5147,O43924,-6.7437,1429,7466,0.19140101794803108,1428,17,1411,0.9880952380952381
enzyme,D00501,4740,hsa:5148,P18545,-3.8495,7242,7466,0.9699973211893919,7241,32,7209,0.995580720894904
enzyme,D00501,4740,hsa:5151,O60658,-7.3127,504,7466,0.0675060273238682,503,5,498,0.9900596421471173
enzyme,D00501,4740,hsa:5152,O76083,-6.9206,1109,7466,0.14854004821859096,1108,12,1096,0.9891696750902527
enzyme,D00501,4740,hsa:5168,Q13822,-7.0319,901,7466,0.12068041789445486,900,9,891,0.99
enzyme,D00501,4740,hsa:5169,O14638,-6.6691,1605,7466,0.21497455129922313,1604,18,1586,0.9887780548628429
enzyme,D00501,4740,hsa:5330,Q00722,-7.4151,383,7466,0.051299223144923654,382,2,380,0.9947643979057592
enzyme,D00501,4740,hsa:5331,Q01970,-7.3297,483,7466,0.0646932761853737,482,4,478,0.991701244813278
enzyme,D00501,4740,hsa:5335,P19174,-6.2011,2802,7466,0.37530136619341015,2801,25,2776,0.991074616208497
enzyme,D00501,4740,hsa:5336,P16885,-5.3302,5550,7466,0.7433699437449772,5549,31,5518,0.994413407821229
enzyme,D00501,4740,hsa:5337,Q13393,-6.412,2233,7466,0.2990892043932494,2232,21,2211,0.9905913978494624
enzyme,D00501,4740,hsa:5338,O14939,-6.79,1342,7466,0.17974819180283955,1341,16,1325,0.9880686055182699
enzyme,D00501,4740,hsa:55512,Q9NY59,-5.8961,3691,7466,0.494374497723011,3690,29,3661,0.9921409214092141
enzyme,D00501,4740,hsa:55775,Q9NUW8,-6.4052,2250,7466,0.3013661934101259,2249,22,2227,0.9902178746109382
enzyme,D00501,4740,hsa:6609,P17405,-6.1243,3016,7466,0.4039646396999732,3015,26,2989,0.9913764510779436
enzyme,D00501,4740,hsa:8654,O76074,-7.0248,912,7466,0.12215376372890437,911,10,901,0.9890230515916575
enzyme,D00503,4748,hsa:1565,P10635,-8.2241,461,7379,0.06247459005285269,460,0,460,1.0
enzyme,D00503,4748,hsa:1576,P08684,-7.9732,693,7379,0.09391516465645751,692,1,691,0.9985549132947977
enzyme,D00505,61100,hsa:4128,P21397,-8.3008,383,6629,0.05777643686830593,382,0,382,1.0
enzyme,D00505,61100,hsa:4129,P27338,-8.2595,424,6629,0.06396138180721074,423,1,422,0.9976359338061466
enzyme,D00510,4781,hsa:239,P18054,-8.5832,215,7523,0.0285790243254021,214,0,214,1.0
enzyme,D00510,4781,hsa:240,P09917,-6.766,2917,7523,0.3877442509637113,2916,6,2910,0.9979423868312757
enzyme,D00510,4781,hsa:247,O15296,-8.4855,263,7523,0.03495945766316629,262,2,260,0.9923664122137404
enzyme,D00510,4781,hsa:3906,P00709,-5.5439,6290,7523,0.8361026186361824,6289,7,6282,0.9988869454603275
enzyme,D00510,4781,hsa:4048,P09960,-7.9224,700,7523,0.09304798617572776,699,3,696,0.9957081545064378
enzyme,D00510,4781,hsa:5740,Q16647,-7.8605,763,7523,0.10142230493154326,762,4,758,0.994750656167979
enzyme,D00510,4781,hsa:5742,P23219,-7.2487,1753,7523,0.23301874252292967,1752,5,1747,0.9971461187214612
enzyme,D00510,4781,hsa:5743,P35354,-8.5073,249,7523,0.033098497939651736,248,1,247,0.9959677419354839
enzyme,D00512,1775,hsa:1557,P33261,-8.388,778,7525,0.10338870431893687,777,0,777,1.0
enzyme,D00512,1775,hsa:1559,P11712,-7.9087,1514,7525,0.20119601328903655,1513,1,1512,0.9993390614672836
enzyme,D00513,4828,hsa:22954,Q13049,-5.5599,4811,7466,0.6443878917760514,4810,0,4810,1.0
enzyme,D00518,3038,hsa:23632,Q9ULX7,-7.44,92,7401,0.012430752600999864,91,1,90,0.989010989010989
enzyme,D00518,3038,hsa:377677,Q8N1Q1,-5.8135,3014,7401,0.4072422645588434,3013,8,3005,0.9973448390308662
enzyme,D00518,3038,hsa:759,P00915,-5.7043,3388,7401,0.4577759762194298,3387,9,3378,0.9973427812223207
enzyme,D00518,3038,hsa:760,P00918,-6.4722,1129,7401,0.152546953114444,1128,3,1125,0.9973404255319149
enzyme,D00518,3038,hsa:761,P07451,-5.9617,2515,7401,0.3398189433860289,2514,7,2507,0.9972155926809865
enzyme,D00518,3038,hsa:762,P22748,-5.5503,3965,7401,0.5357384137278746,3964,10,3954,0.9974772956609486
enzyme,D00518,3038,hsa:765,P23280,-6.0803,2161,7401,0.291987569247399,2160,6,2154,0.9972222222222222
enzyme,D00518,3038,hsa:766,P43166,-7.3154,149,7401,0.02013241453857587,148,2,146,0.9864864864864865
enzyme,D00518,3038,hsa:767,P35219,-6.4535,1181,7401,0.15957303067153086,1180,5,1175,0.9957627118644068
enzyme,D00518,3038,hsa:768,Q16790,-6.4608,1158,7401,0.15646534252128091,1157,4,1153,0.996542783059637
enzyme,D00518,3038,hsa:771,O43570,-7.9269,16,7401,0.002161870017565194,15,0,15,1.0
enzyme,D00519,2720,hsa:23632,Q9ULX7,-7.6514,316,7322,0.0431576072111445,315,1,314,0.9968253968253968
enzyme,D00519,2720,hsa:377677,Q8N1Q1,-6.1308,3302,7322,0.4509696804151871,3301,9,3292,0.9972735534686459
enzyme,D00519,2720,hsa:759,P00915,-6.9969,1122,7322,0.15323682054083584,1121,3,1118,0.9973238180196253
enzyme,D00519,2720,hsa:760,P00918,-6.5327,2133,7322,0.29131384867522536,2132,7,2125,0.9967166979362101
enzyme,D00519,2720,hsa:761,P07451,-6.5527,2078,7322,0.2838022398251844,2077,6,2071,0.9971112181030333
enzyme,D00519,2720,hsa:762,P22748,-5.9568,3842,7322,0.524720021851953,3841,10,3831,0.9973965113251757
enzyme,D00519,2720,hsa:765,P23280,-6.4132,2484,7322,0.3392515706091232,2483,8,2475,0.9967780910189287
enzyme,D00519,2720,hsa:766,P43166,-7.0491,1022,7322,0.13957934990439771,1021,2,1019,0.9980411361410382
enzyme,D00519,2720,hsa:767,P35219,-6.7768,1553,7322,0.21210051898388418,1552,4,1548,0.9974226804123711
enzyme,D00519,2720,hsa:768,Q16790,-6.7381,1628,7322,0.2223436219612128,1627,5,1622,0.9969268592501537
enzyme,D00519,2720,hsa:771,O43570,-8.2464,56,7322,0.0076481835564053535,55,0,55,1.0
enzyme,D00521,5405,hsa:1565,P10635,-9.9483,378,7506,0.050359712230215826,377,0,377,1.0
enzyme,D00521,5405,hsa:1576,P08684,-8.2346,2272,7506,0.3026911803890221,2271,1,2270,0.9995596653456627
enzyme,D00528,2519,hsa:10846,Q9Y233,-6.1758,786,7535,0.10431320504313205,785,15,770,0.9808917197452229
enzyme,D00528,2519,hsa:10858,Q9Y6A2,-5.9929,1209,7535,0.16045122760451228,1208,25,1183,0.9793046357615894
enzyme,D00528,2519,hsa:10924,Q92484,-5.928,1374,7535,0.18234903782349038,1373,30,1343,0.9781500364166059
enzyme,D00528,2519,hsa:1267,P09543,-5.8336,1642,7535,0.2179163901791639,1641,32,1609,0.9804996953077392
enzyme,D00528,2519,hsa:1543,P04798,-7.414,9,7535,0.0011944260119442602,8,1,7,0.875
enzyme,D00528,2519,hsa:1544,P05177,-7.3846,10,7535,0.0013271400132714001,9,2,7,0.7777777777777778
enzyme,D00528,2519,hsa:1545,Q16678,-7.9814,1,7535,0.00013271400132714,0,0,0,0.0
enzyme,D00528,2519,hsa:1548,P11509,-6.1788,781,7535,0.10364963503649635,780,14,766,0.982051282051282
enzyme,D00528,2519,hsa:1551,P24462,-6.0626,1058,7535,0.14041141340411414,1057,21,1036,0.9801324503311258
enzyme,D00528,2519,hsa:1553,Q16696,-6.1795,777,7535,0.1031187790311878,776,13,763,0.9832474226804123
enzyme,D00528,2519,hsa:1555,P20813,-5.7943,1748,7535,0.23198407431984075,1747,34,1713,0.9805380652547224
enzyme,D00528,2519,hsa:1557,P33261,-6.6329,202,7535,0.026808228268082282,201,4,197,0.9800995024875622
enzyme,D00528,2519,hsa:1558,P10632,-6.0451,1089,7535,0.14452554744525548,1088,22,1066,0.9797794117647058
enzyme,D00528,2519,hsa:1559,P11712,-5.8719,1543,7535,0.20477770404777704,1542,31,1511,0.9798962386511024
enzyme,D00528,2519,hsa:1562,P33260,-3.2496,7312,7535,0.9704047777040478,7311,53,7258,0.9927506497059225
enzyme,D00528,2519,hsa:1565,P10635,-6.5923,235,7535,0.031187790311877902,234,7,227,0.9700854700854701
enzyme,D00528,2519,hsa:1571,P05181,-6.5002,317,7535,0.04207033842070339,316,8,308,0.9746835443037974
enzyme,D00528,2519,hsa:1576,P08684,-5.7045,1961,7535,0.26025215660252154,1960,36,1924,0.9816326530612245
enzyme,D00528,2519,hsa:1577,P20815,-5.5441,2466,7535,0.32727272727272727,2465,40,2425,0.9837728194726166
enzyme,D00528,2519,hsa:1581,P22680,-5.9685,1260,7535,0.1672196416721964,1259,26,1233,0.9793486894360603
enzyme,D00528,2519,hsa:1582,Q9UNU6,-6.0649,1048,7535,0.13908427339084273,1047,20,1027,0.9808978032473734
enzyme,D00528,2519,hsa:1583,P05108,-5.999,1194,7535,0.15846051758460517,1193,24,1169,0.9798826487845766
enzyme,D00528,2519,hsa:1584,P15538,-6.1236,887,7535,0.1177173191771732,886,17,869,0.9808126410835214
enzyme,D00528,2519,hsa:1585,P19099,-6.095,964,7535,0.12793629727936298,963,19,944,0.980269989615784
enzyme,D00528,2519,hsa:1586,P05093,-5.9457,1316,7535,0.17465162574651627,1315,27,1288,0.979467680608365
enzyme,D00528,2519,hsa:1588,P11511,-5.8264,1656,7535,0.21977438619774387,1655,33,1622,0.980060422960725
enzyme,D00528,2519,hsa:1589,P08686,-6.2164,709,7535,0.09409422694094227,708,11,697,0.9844632768361582
enzyme,D00528,2519,hsa:1595,Q16850,-6.1079,930,7535,0.1234240212342402,929,18,911,0.9806243272335845
enzyme,D00528,2519,hsa:306,P12429,-5.1968,3668,7535,0.48679495686794955,3667,50,3617,0.9863648759203709
enzyme,D00528,2519,hsa:339221,Q6UWV6,-5.7614,1815,7535,0.24087591240875914,1814,35,1779,0.9807056229327453
enzyme,D00528,2519,hsa:51095,Q96Q11,-5.568,2389,7535,0.31705374917053747,2388,39,2349,0.9836683417085427
enzyme,D00528,2519,hsa:5138,O00408,-5.2249,3560,7535,0.47246184472461844,3559,49,3510,0.9862320876650744
enzyme,D00528,2519,hsa:5140,Q13370,-6.1672,807,7535,0.10710019907100199,806,16,790,0.9801488833746899
enzyme,D00528,2519,hsa:5141,P27815,-5.6601,2098,7535,0.27843397478433973,2097,38,2059,0.9818788745827373
enzyme,D00528,2519,hsa:5142,Q07343,-6.6406,197,7535,0.026144658261446584,196,3,193,0.9846938775510204
enzyme,D00528,2519,hsa:5143,Q08493,-5.1113,3970,7535,0.5268745852687459,3969,51,3918,0.9871504157218443
enzyme,D00528,2519,hsa:5144,Q08499,-6.6095,220,7535,0.029197080291970802,219,6,213,0.9726027397260274
enzyme,D00528,2519,hsa:5146,P51160,-5.9344,1356,7535,0.17996018579960185,1355,29,1326,0.9785977859778597
enzyme,D00528,2519,hsa:5147,O43924,-5.3643,3050,7535,0.404777704047777,3049,47,3002,0.9845851098720892
enzyme,D00528,2519,hsa:5148,P18545,-2.9953,7396,7535,0.9815527538155275,7395,54,7341,0.9926977687626775
enzyme,D00528,2519,hsa:5151,O60658,-6.6322,203,7535,0.026940942269409424,202,5,197,0.9752475247524752
enzyme,D00528,2519,hsa:5152,O76083,-5.3942,2940,7535,0.39017916390179164,2939,45,2894,0.9846886696155155
enzyme,D00528,2519,hsa:5168,Q13822,-6.0385,1101,7535,0.14611811546118114,1100,23,1077,0.9790909090909091
enzyme,D00528,2519,hsa:5169,O14638,-6.2012,738,7535,0.09794293297942933,737,12,725,0.9837177747625508
enzyme,D00528,2519,hsa:5330,Q00722,-6.4085,431,7535,0.05719973457199735,430,9,421,0.9790697674418605
enzyme,D00528,2519,hsa:5331,Q01970,-6.2367,673,7535,0.08931652289316523,672,10,662,0.9851190476190477
enzyme,D00528,2519,hsa:5335,P19174,-5.2507,3457,7535,0.45879230258792303,3456,48,3408,0.9861111111111112
enzyme,D00528,2519,hsa:5336,P16885,-4.7247,5301,7535,0.7035169210351692,5300,52,5248,0.990188679245283
enzyme,D00528,2519,hsa:5337,Q13393,-5.4346,2806,7535,0.37239548772395487,2805,44,2761,0.984313725490196
enzyme,D00528,2519,hsa:5338,O14939,-5.4436,2782,7535,0.36921035169210353,2781,43,2738,0.9845379359942467
enzyme,D00528,2519,hsa:55512,Q9NY59,-5.3902,2954,7535,0.3920371599203716,2953,46,2907,0.9844226210633255
enzyme,D00528,2519,hsa:55775,Q9NUW8,-5.4722,2691,7535,0.3571333775713338,2690,42,2648,0.9843866171003718
enzyme,D00528,2519,hsa:5740,Q16647,-5.5414,2471,7535,0.32793629727936296,2470,41,2429,0.9834008097165992
enzyme,D00528,2519,hsa:6609,P17405,-5.6975,1984,7535,0.2633045786330458,1983,37,1946,0.9813414019162885
enzyme,D00528,2519,hsa:8654,O76074,-5.9344,1355,7535,0.1798274717982747,1354,28,1326,0.9793205317577548
enzyme,D00533,34312,hsa:1557,P33261,-9.1469,328,7465,0.043938379102478234,327,0,327,1.0
enzyme,D00536,3331,hsa:1557,P33261,-6.6339,1881,7525,0.24996677740863787,1880,0,1880,1.0
enzyme,D00537,5284627,hsa:760,P00918,-7.8634,338,7462,0.04529616724738676,337,0,337,1.0
enzyme,D00537,5284627,hsa:762,P22748,-6.5967,2678,7462,0.3588850174216028,2677,1,2676,0.9996264475158759
enzyme,D00538,5734,hsa:23632,Q9ULX7,-6.79,1048,7408,0.14146868250539957,1047,3,1044,0.997134670487106
enzyme,D00538,5734,hsa:377677,Q8N1Q1,-6.0628,2999,7408,0.40483261339092874,2998,7,2991,0.9976651100733822
enzyme,D00538,5734,hsa:759,P00915,-6.0214,3145,7408,0.4245410367170626,3144,8,3136,0.9974554707379135
enzyme,D00538,5734,hsa:760,P00918,-7.0244,641,7408,0.0865280777537797,640,0,640,1.0
enzyme,D00538,5734,hsa:761,P07451,-6.7571,1111,7408,0.1499730021598272,1110,4,1106,0.9963963963963964
enzyme,D00538,5734,hsa:762,P22748,-5.6586,4306,7408,0.5812634989200864,4305,10,4295,0.9976771196283392
enzyme,D00538,5734,hsa:765,P23280,-5.8834,3561,7408,0.48069654427645786,3560,9,3551,0.9974719101123596
enzyme,D00538,5734,hsa:766,P43166,-6.7126,1210,7408,0.16333693304535638,1209,5,1204,0.9958643507030603
enzyme,D00538,5734,hsa:767,P35219,-6.559,1551,7408,0.2093682505399568,1550,6,1544,0.9961290322580645
enzyme,D00538,5734,hsa:768,Q16790,-6.8013,1019,7408,0.13755399568034557,1018,2,1016,0.9980353634577603
enzyme,D00538,5734,hsa:771,O43570,-6.8219,975,7408,0.1316144708423326,974,1,973,0.9989733059548255
enzyme,D00542,3562,hsa:10858,Q9Y6A2,-4.3098,1668,7536,0.2213375796178344,1667,16,1651,0.9904019196160768
enzyme,D00542,3562,hsa:1543,P04798,-4.9757,134,7536,0.01778131634819533,133,1,132,0.9924812030075187
enzyme,D00542,3562,hsa:1544,P05177,-4.9265,166,7536,0.0220276008492569,165,2,163,0.9878787878787879
enzyme,D00542,3562,hsa:1545,Q16678,-4.8825,214,7536,0.028397027600849258,213,4,209,0.9812206572769953
enzyme,D00542,3562,hsa:1548,P11509,-4.5976,690,7536,0.09156050955414012,689,7,682,0.9898403483309144
enzyme,D00542,3562,hsa:1551,P24462,-4.3721,1399,7536,0.18564225053078556,1398,14,1384,0.9899856938483548
enzyme,D00542,3562,hsa:1553,Q16696,-4.6974,484,7536,0.06422505307855626,483,6,477,0.9875776397515528
enzyme,D00542,3562,hsa:1555,P20813,-4.8928,199,7536,0.026406581740976647,198,3,195,0.9848484848484849
enzyme,D00542,3562,hsa:1557,P33261,-4.1868,2271,7536,0.3013535031847134,2270,18,2252,0.9920704845814978
enzyme,D00542,3562,hsa:1558,P10632,-4.4514,1120,7536,0.14861995753715498,1119,12,1107,0.9892761394101877
enzyme,D00542,3562,hsa:1559,P11712,-3.9159,3820,7536,0.5069002123142251,3819,23,3796,0.9939774810159727
enzyme,D00542,3562,hsa:1562,P33260,-2.2981,7334,7536,0.9731953290870489,7333,24,7309,0.99672712396018
enzyme,D00542,3562,hsa:1565,P10635,-4.3901,1331,7536,0.17661889596602973,1330,13,1317,0.9902255639097745
enzyme,D00542,3562,hsa:1576,P08684,-4.779,327,7536,0.04339171974522293,326,5,321,0.9846625766871165
enzyme,D00542,3562,hsa:1577,P20815,-4.5873,710,7536,0.09421443736730362,709,8,701,0.9887165021156559
enzyme,D00542,3562,hsa:1581,P22680,-4.2703,1862,7536,0.24708067940552017,1861,17,1844,0.9908651262761956
enzyme,D00542,3562,hsa:1582,Q9UNU6,-4.1227,2621,7536,0.34779723991507433,2620,20,2600,0.9923664122137404
enzyme,D00542,3562,hsa:1583,P05108,-4.3197,1629,7536,0.2161624203821656,1628,15,1613,0.9907862407862408
enzyme,D00542,3562,hsa:1584,P15538,-4.1799,2312,7536,0.3067940552016985,2311,19,2292,0.9917784508870618
enzyme,D00542,3562,hsa:1585,P19099,-5.0618,76,7536,0.010084925690021231,75,0,75,1.0
enzyme,D00542,3562,hsa:1586,P05093,-3.961,3531,7536,0.46855095541401276,3530,22,3508,0.9937677053824363
enzyme,D00542,3562,hsa:1588,P11511,-4.5752,750,7536,0.09952229299363058,749,9,740,0.9879839786381842
enzyme,D00542,3562,hsa:1589,P08686,-4.5099,912,7536,0.12101910828025478,911,10,901,0.9890230515916575
enzyme,D00542,3562,hsa:1595,Q16850,-4.497,943,7536,0.1251326963906582,942,11,931,0.9883227176220807
enzyme,D00542,3562,hsa:5740,Q16647,-4.0503,3029,7536,0.40193736730360935,3028,21,3007,0.9930647291941875
enzyme,D00543,3226,hsa:1571,P05181,-5.5639,483,7534,0.06410937085213698,482,0,482,1.0
enzyme,D00544,4116,hsa:1571,P05181,-4.7032,535,7536,0.07099256900212314,534,0,534,1.0
enzyme,D00547,5206,hsa:1571,P05181,-5.9093,365,7573,0.04819754390598178,364,0,364,1.0
enzyme,D00550,4192,hsa:1576,P08684,-10.2016,27,7397,0.0036501284304447748,26,0,26,1.0
enzyme,D00560,16362,hsa:2147,P00734,-9.5276,1488,7366,0.2020092316046701,1487,0,1487,1.0
enzyme,D00562,657298,hsa:4353,P05164,-5.8945,486,7471,0.06505153259269174,485,0,485,1.0
enzyme,D00562,657298,hsa:7453,P23381,-5.6705,945,7471,0.12648909115245616,944,1,943,0.9989406779661016
enzyme,D00563,4205,hsa:1544,P05177,-8.4624,760,7526,0.10098325803879883,759,1,758,0.9986824769433466
enzyme,D00563,4205,hsa:1565,P10635,-8.5859,627,7526,0.08331118788200903,626,0,626,1.0
enzyme,D00563,4205,hsa:1576,P08684,-8.0704,1341,7526,0.1781823013553016,1340,2,1338,0.9985074626865672
enzyme,D00566,16760658,hsa:5742,P23219,-1.2869,2868,7613,0.37672402469460137,2867,0,2867,1.0
enzyme,D00566,16760658,hsa:5743,P35354,-1.2522,3755,7613,0.49323525548404046,3754,1,3753,0.9997336174746937
enzyme,D00567,2662,hsa:1559,P11712,-9.3783,242,7216,0.03353658536585366,241,0,241,1.0
enzyme,D00567,2662,hsa:5742,P23219,-7.9361,2025,7216,0.28062638580931265,2024,2,2022,0.9990118577075099
enzyme,D00567,2662,hsa:5743,P35354,-8.7918,671,7216,0.09298780487804878,670,1,669,0.9985074626865672
enzyme,D00568,5090,hsa:5742,P23219,-7.4939,2305,7525,0.306312292358804,2304,1,2303,0.9995659722222222
enzyme,D00568,5090,hsa:5743,P35354,-7.7732,1676,7525,0.22272425249169436,1675,0,1675,1.0
enzyme,D00569,4754,hsa:1543,P04798,-7.4598,5,7535,0.0006635700066357001,4,0,4,1.0
enzyme,D00569,4754,hsa:1544,P05177,-6.542,365,7535,0.04844061048440611,364,1,363,0.9972527472527473
enzyme,D00574,2145,hsa:10858,Q9Y6A2,-7.9463,229,7527,0.030423807625880164,228,1,227,0.9956140350877193
enzyme,D00574,2145,hsa:1543,P04798,-7.0071,1386,7527,0.18413710641689918,1385,8,1377,0.9942238267148015
enzyme,D00574,2145,hsa:1544,P05177,-6.9967,1409,7527,0.18719277268500067,1408,10,1398,0.9928977272727273
enzyme,D00574,2145,hsa:1545,Q16678,-7.0935,1200,7527,0.15942606616181745,1199,7,1192,0.994161801501251
enzyme,D00574,2145,hsa:1548,P11509,-7.3049,830,7527,0.11026969576192375,829,5,824,0.9939686369119421
enzyme,D00574,2145,hsa:1551,P24462,-6.4015,2848,7527,0.37837119702404676,2847,21,2826,0.9926238145416227
enzyme,D00574,2145,hsa:1553,Q16696,-7.7201,369,7527,0.04902351534475887,368,3,365,0.9918478260869565
enzyme,D00574,2145,hsa:1555,P20813,-6.9973,1408,7527,0.18705991762986582,1407,9,1398,0.9936034115138592
enzyme,D00574,2145,hsa:1557,P33261,-6.9821,1436,7527,0.19077985917364157,1435,12,1423,0.9916376306620209
enzyme,D00574,2145,hsa:1558,P10632,-8.052,186,7527,0.024711040255081706,185,0,185,1.0
enzyme,D00574,2145,hsa:1559,P11712,-7.7532,347,7527,0.046100704131792215,346,2,344,0.9942196531791907
enzyme,D00574,2145,hsa:1562,P33260,-3.8969,7296,7527,0.9693104822638502,7295,24,7271,0.9967100753941055
enzyme,D00574,2145,hsa:1565,P10635,-6.792,1835,7527,0.24378902617244586,1834,15,1819,0.9918211559432933
enzyme,D00574,2145,hsa:1571,P05181,-7.1658,1081,7527,0.14361631460077057,1080,6,1074,0.9944444444444445
enzyme,D00574,2145,hsa:1576,P08684,-6.6623,2155,7527,0.28630264381559717,2154,17,2137,0.9921077065923862
enzyme,D00574,2145,hsa:1577,P20815,-6.549,2439,7527,0.324033479473894,2438,20,2418,0.9917965545529123
enzyme,D00574,2145,hsa:1581,P22680,-6.6371,2222,7527,0.295203932509632,2221,18,2203,0.9918955425484016
enzyme,D00574,2145,hsa:1582,Q9UNU6,-6.571,2391,7527,0.3176564368274213,2390,19,2371,0.992050209205021
enzyme,D00574,2145,hsa:1583,P05108,-7.6687,394,7527,0.05234489172313007,393,4,389,0.989821882951654
enzyme,D00574,2145,hsa:1584,P15538,-6.378,2912,7527,0.38687392055267705,2911,22,2889,0.992442459635864
enzyme,D00574,2145,hsa:1585,P19099,-6.6803,2105,7527,0.2796598910588548,2104,16,2088,0.9923954372623575
enzyme,D00574,2145,hsa:1586,P05093,-6.8916,1621,7527,0.2153580443735884,1620,13,1607,0.9919753086419754
enzyme,D00574,2145,hsa:1588,P11511,-6.9835,1432,7527,0.19024843895310217,1431,11,1420,0.9923130677847659
enzyme,D00574,2145,hsa:1595,Q16850,-6.8181,1775,7527,0.23581772286435498,1774,14,1760,0.992108229988726
enzyme,D00574,2145,hsa:5740,Q16647,-6.1869,3505,7527,0.4656569682476418,3504,23,3481,0.9934360730593608
enzyme,D00577,448537,hsa:10549,Q13162,-5.6119,5037,7572,0.6652139461172741,5036,3,5033,0.9994042891183479
enzyme,D00577,448537,hsa:10935,P30048,-5.5529,5218,7572,0.6891178024300053,5217,6,5211,0.9988499137435307
enzyme,D00577,448537,hsa:25824,P30044,-5.3857,5729,7572,0.7566032752245113,5728,7,5721,0.9987779329608939
enzyme,D00577,448537,hsa:2876,P07203,-4.9784,6668,7572,0.8806127839408346,6667,10,6657,0.9985000749962502
enzyme,D00577,448537,hsa:2877,P18283,-5.5975,5081,7572,0.6710248283148441,5080,4,5076,0.9992125984251968
enzyme,D00577,448537,hsa:2878,P22352,-5.2819,6020,7572,0.7950343370311674,6019,9,6010,0.9985047350058149
enzyme,D00577,448537,hsa:2879,P36969,-5.3672,5780,7572,0.7633386159535129,5779,8,5771,0.9986156774528465
enzyme,D00577,448537,hsa:2880,O75715,-5.7726,4539,7572,0.599445324881141,4538,2,4536,0.999559277214632
