reranked_rank_1_based,pubchem_cid,ligand_title,uniprot_id,known_target_yamanishi,known_target_bindingdb,known_target_any_supported,hit_value_score,affinity,raw_affinity_rank_1_based,rank_percentile,reverse_rank_percentile,affinity_zscore_within_ligand,affinity_robust_zscore_within_ligand,affinity_gap_to_next_weaker,affinity_gap_to_previous_stronger,total_ranked_uniprots
1934,1794427,ChlorogenicAcid,Q13241,0,0,0,0.002880035017143471,-7.1527,3556,0.47243257605951905,0.5277002789956158,-0.04729335887052609,-0.11089412749337475,0.00039999999999995595,9.999999999976694e-05,7527
1935,1794427,ChlorogenicAcid,Q96RT8,0,0,0,0.002879870790824407,-6.9461,4139,0.5498870732031353,0.4502457818519995,0.122224513856423,0.17729111452085308,0.00010000000000065512,0.00019999999999953388,7527
1936,1794427,ChlorogenicAcid,P54802,0,0,0,0.0028774549935893603,-7.9003,1834,0.24365617111731103,0.7564766839378239,-0.6607084685058944,-1.1537173943367274,0.0,0.0005000000000006111,7527
1937,1794427,ChlorogenicAcid,Q96F15,0,0,0,0.002874964821688931,-8.1682,1379,0.18320712103095524,0.8169257340241796,-0.880523754583096,-1.5274096805691182,0.0005000000000006111,0.00019999999999953388,7527
1938,1794427,ChlorogenicAcid,P10809,0,0,0,0.002872919675956942,-9.0052,335,0.04450644347017404,0.9556264115849609,-1.5672926774894678,-2.694936532291813,0.0003000000000010772,0.000600000000000378,7527
1939,1794427,ChlorogenicAcid,Q92905,0,0,0,0.0028702317860665842,-7.7246,2212,0.2938753819582835,0.7062574730968514,-0.516544430567245,-0.908634398102943,0.0004999999999997229,0.00020000000000042206,7527
1940,1794427,ChlorogenicAcid,Q00535,0,0,0,0.002863613537149953,-8.498,879,0.11677959346353128,0.8833532615916035,-1.1511287614821648,-1.9874459478309383,0.0015000000000000568,0.0001000000000015433,7527
1941,1794427,ChlorogenicAcid,Q96RR1,0,0,0,0.002862779972441922,-7.0843,3731,0.49568221070811747,0.5044506443470174,0.008829692893865978,-0.015483331008508704,9.999999999976694e-05,0.001100000000000101,7527
1942,1794427,ChlorogenicAcid,Q9UHF4,0,0,0,0.0028605825653231203,-6.9953,3993,0.5304902351534476,0.4696426199016872,0.08185530118379045,0.10866229599665177,0.00020000000000042206,0.0004999999999997229,7527
1943,1794427,ChlorogenicAcid,Q6PML9,0,0,0,0.002856548116447565,-6.6653,4967,0.6598910588547894,0.34024179620034545,0.35262441057339955,0.568977542195564,0.00039999999999995595,0.0009999999999994458,7527
1944,1794427,ChlorogenicAcid,Q99574,0,0,0,0.0028559886706631035,-7.4193,2880,0.3826225587883619,0.6175102962667729,-0.266041978759222,-0.48277305063467696,0.000300000000000189,0.0005000000000006111,7527
1945,1794427,ChlorogenicAcid,O60449,0,0,0,0.0028548242064237927,-8.2828,1203,0.159824631327222,0.8403082237279128,-0.9745544816620324,-1.6872646115218304,0.001300000000000523,0.0025999999999992696,7527
1946,1794427,ChlorogenicAcid,P49841,0,0,0,0.002853634542384759,-7.3995,2936,0.3900624418759134,0.6100704131792214,-0.24979583219584536,-0.45515413586274217,9.999999999976694e-05,0.00010000000000065512,7527
1947,1794427,ChlorogenicAcid,Q01780,0,0,0,0.0028510165959826314,-8.1498,1409,0.18719277268500067,0.8129400823701342,-0.8654263254534937,-1.5017436183568156,0.001300000000000523,0.0006999999999983686,7527
1948,1794427,ChlorogenicAcid,Q9NY99,0,0,0,0.0028481443427810908,-7.101,3694,0.4907665736681281,0.5093662813870068,-0.004872865066153761,-0.03877807225554478,0.0011999999999998678,9.999999999976694e-05,7527
1949,1794427,ChlorogenicAcid,Q92995,0,0,0,0.002846205137205344,-6.5616,5260,0.6988175900092999,0.30131526504583495,0.43771155191795236,0.7136281210768582,0.00039999999999995595,0.0004999999999997229,7527
1950,1794427,ChlorogenicAcid,Q9BYE9,0,0,0,0.002844023320319288,-7.224,3373,0.4481201009698419,0.5520127540852929,-0.10579589674773549,-0.21035011856604868,9.999999999976694e-05,0.0015999999999998238,7527
1951,1794427,ChlorogenicAcid,Q13530,0,0,0,0.0028421280951769095,-7.2751,3256,0.4325760595190647,0.5675567955360701,-0.14772408308049004,-0.2816292369926074,0.000600000000000378,0.00140000000000029,7527
1952,1794427,ChlorogenicAcid,Q99640,0,0,0,0.0028420490305053852,-8.6122,732,0.09724990035870865,0.9028829546964262,-1.2448312835800237,-2.1467429209094715,0.0012999999999987466,0.0007999999999999119,7527
1953,1794427,ChlorogenicAcid,Q9H4P4,0,0,0,0.0028417627896110396,-6.7945,4563,0.6062176165803109,0.393915238474824,0.24661420168510415,0.38875714883526263,9.999999999976694e-05,0.0008999999999996788,7527
1954,1794427,ChlorogenicAcid,P09104,0,0,0,0.0028402232327610732,-8.2351,1258,0.16713165935963864,0.8330011956954962,-0.9354160376684428,-1.620728135025805,0.0010999999999992127,0.0009000000000014552,7527
1955,1794427,ChlorogenicAcid,Q99594,0,0,0,0.002838399225006472,-7.2406,3328,0.4421416234887737,0.5579912315663611,-0.11941640346248511,-0.23350537034453872,9.999999999976694e-05,0.00010000000000065512,7527
1956,1794427,ChlorogenicAcid,Q9H269,0,0,0,0.0028383394321958894,-6.0363,6482,0.861166467384084,0.13896638767105085,0.8687267433190486,1.4463662993444,9.999999999976694e-05,0.000600000000000378,7527
1957,1794427,ChlorogenicAcid,Q719H9,0,0,0,0.002836070847016084,-6.7424,4729,0.6282715557326957,0.37186129932243916,0.28936290047055474,0.461431161947273,9.999999999976694e-05,9.999999999976694e-05,7527
1958,1794427,ChlorogenicAcid,Q8TF42,0,0,0,0.0028353327849279975,-7.6455,2392,0.3177892918825561,0.6823435631725787,-0.45164189555900885,-0.79829822848375,0.0,0.00019999999999953388,7527
1959,1794427,ChlorogenicAcid,Q9UL03,0,0,0,0.002833230557502239,-7.6383,2404,0.31938355254417433,0.6807493025109606,-0.4457342058995991,-0.7882549867485008,0.000300000000000189,0.0004999999999997229,7527
1960,1794427,ChlorogenicAcid,Q5TB30,0,0,0,0.002831945054314086,-7.2397,3333,0.442805898764448,0.5573269562906868,-0.11867794225505918,-0.23224996512763305,0.00039999999999995595,0.00039999999999995595,7527
1961,1794427,ChlorogenicAcid,O60259,0,0,0,0.002831530447516357,-6.9844,4025,0.5347415969177627,0.46539125813737214,0.0907988869181748,0.12386664806807086,0.000300000000000189,0.00039999999999995595,7527
1962,1794427,ChlorogenicAcid,O00443,0,0,0,0.0028302342925758833,-6.466,5525,0.7340241796200345,0.2661086754351003,0.5161525423956695,0.8469800530059979,0.0,0.0007999999999999119,7527
1963,1794427,ChlorogenicAcid,Q9Y6B7,0,0,0,0.0028265904080192485,-6.2634,6041,0.8025773880696161,0.19755546698551885,0.6823883653118358,1.1295857162784213,0.000700000000000145,0.000700000000000145,7527
1964,1794427,ChlorogenicAcid,P43629,0,0,0,0.0028255040391690065,-7.0643,3796,0.5043177892918825,0.4958150657632523,0.025239941947781327,0.012414562700515675,0.00010000000000065512,9.999999999976694e-05,7527
1965,1794427,ChlorogenicAcid,P10644,0,0,0,0.002825417432535078,-9.7571,43,0.0057127673707984584,0.9944200876843364,-2.1842359906714277,-3.7437578462826058,0.0025999999999992696,0.0058000000000006935,7527
1966,1794427,ChlorogenicAcid,A4GXA9,0,0,0,0.0028247419227935724,-7.6572,2362,0.3138036402285107,0.6863292148266242,-0.461241891255549,-0.8146184963035287,0.0,0.0004000000000008441,7527
1967,1794427,ChlorogenicAcid,Q8N4A0,0,0,0,0.0028230058358138434,-7.8743,1884,0.2502989238740534,0.7498339311810814,-0.6393751447358041,-1.1174501325149953,0.000300000000000189,0.0007999999999999119,7527
1968,1794427,ChlorogenicAcid,Q8N201,0,0,0,0.0028213550014392244,-6.9154,4230,0.5619768832204065,0.4381559718347283,0.14741424615418391,0.22011438136420697,0.000300000000000189,0.000700000000000145,7527
1969,1794427,ChlorogenicAcid,Q6BDI9,0,0,0,0.0028171731333555762,-7.0186,3926,0.5215889464594128,0.47854390859572205,0.06273736103597877,0.07616124982563784,0.0,0.00039999999999995595,7527
1970,1794427,ChlorogenicAcid,P26012,0,0,0,0.002816760832826941,-6.9385,4164,0.5532084495815066,0.4469244054736282,0.128460408496911,0.18789231413028262,0.0007999999999999119,0.0002999999999993008,7527
1971,1794427,ChlorogenicAcid,Q96HC4,0,0,0,0.0028155872671830383,-6.8302,4461,0.5926664009565564,0.4074664540985784,0.21732190712386512,0.3389594085646539,0.0008999999999996788,0.00020000000000042206,7527
1972,1794427,ChlorogenicAcid,P26045,0,0,0,0.0028150535300274526,-7.1159,3647,0.4845223860767902,0.5156104689783446,-0.017098500611320885,-0.059562003068768264,0.000300000000000189,0.0015000000000000568,7527
1973,1794427,ChlorogenicAcid,Q9H0U3,0,0,0,0.002814460337849574,-6.2751,6018,0.7995217218015146,0.20061113325362034,0.6727883696152949,1.1132654484586413,0.0008999999999996788,0.0004999999999997229,7527
1974,1794427,ChlorogenicAcid,Q9Y2C9,0,0,0,0.002814424573590462,-6.9202,4214,0.5598512023382489,0.4402816527168859,0.14347578638124386,0.21341888687404045,0.00020000000000042206,0.0004999999999997229,7527
1975,1794427,ChlorogenicAcid,O75604,0,0,0,0.0028141600039163005,-7.3412,3090,0.41052212036667995,0.5896107346884549,-0.2019599562036811,-0.37383177570093434,0.0,0.001100000000000101,7527
1976,1794427,ChlorogenicAcid,Q13867,0,0,0,0.0028132212379137155,-7.3371,3107,0.41278065630397237,0.5873521987511625,-0.19859585514762892,-0.36811270749058517,0.00010000000000065512,0.00019999999999953388,7527
1977,1794427,ChlorogenicAcid,P07093,0,0,0,0.002813158114031131,-8.1018,1483,0.1970240467649794,0.8031088082901554,-0.826041727724096,-1.4347886734551556,0.0003000000000010772,0.0021999999999984254,7527
1978,1794427,ChlorogenicAcid,Q8TDS7,0,0,0,0.002813083874557535,-7.3041,3178,0.4222133652185466,0.5779194898365883,-0.17151894420866773,-0.3220811828706935,0.0004999999999997229,0.0004999999999997229,7527
1979,1794427,ChlorogenicAcid,Q9NYT0,0,0,0,0.002812615377606717,-6.5915,5187,0.689119170984456,0.31101368407067886,0.41317822958234873,0.6719207699818666,0.0004999999999997229,9.999999999976694e-05,7527
1980,1794427,ChlorogenicAcid,Q03154,0,0,0,0.0028122970762828343,-6.9399,4155,0.5520127540852929,0.4481201009698419,0.1273116910631374,0.18593946157065172,0.00019999999999953388,0.0005000000000006111,7527
1981,1794427,ChlorogenicAcid,Q7RTR0,0,0,0,0.0028117664735372305,-6.7201,4800,0.6377042646472698,0.362428590407865,0.30766032816567035,0.49253731343283524,0.0005000000000006111,0.0007999999999999119,7527
1982,1794427,ChlorogenicAcid,Q96HE7,0,0,0,0.0028103294511071554,-8.5243,839,0.11146539125813737,0.8886674637969975,-1.1727082389880648,-2.0241316780583074,9.999999999976694e-05,0.0005000000000006111,7527
1983,1794427,ChlorogenicAcid,Q6SZW1,0,0,0,0.002804808005084691,-7.1305,3612,0.47987245914707055,0.5202603959080643,-0.02907798242067912,-0.07992746547635611,0.0004999999999997229,0.0,7527
1984,1794427,ChlorogenicAcid,Q6PIF6,0,0,0,0.0028046350722985875,-8.1796,1356,0.1801514547628537,0.8199814002922812,-0.8898775965438279,-1.5433114799832626,0.00020000000000131024,0.0015999999999998238,7527
1985,1794427,ChlorogenicAcid,Q9UBP6,0,0,0,0.0028045495859795513,-8.8294,482,0.06403613657499668,0.9360967184801382,-1.4230465883055483,-2.4497140465894827,0.00140000000000029,9.999999999976694e-05,7527
1986,1794427,ChlorogenicAcid,Q5VZV1,0,0,0,0.0028032634405756695,-8.7215,601,0.07984588813604358,0.9202869669190913,-1.3345132946596738,-2.299204910029294,0.0009000000000014552,0.0030000000000001137,7527
1987,1794427,ChlorogenicAcid,P14780,0,0,0,0.002800349219379701,-7.5156,2666,0.35419157698950443,0.6459412780656304,-0.34505732795382626,-0.6171014088436326,0.0,0.000300000000000189,7527
1988,1794427,ChlorogenicAcid,Q9BVS5,0,0,0,0.002797391476772082,-7.6004,2483,0.3298791018998273,0.6702537531553076,-0.4146367839424285,-0.7353884781698978,0.00019999999999953388,0.00020000000000042206,7527
1989,1794427,ChlorogenicAcid,P22314,0,0,0,0.002796998867272076,-8.104,1481,0.1967583366547097,0.8033745184004252,-0.8278468551200254,-1.4378574417631462,0.0,0.0,7527
1990,1794427,ChlorogenicAcid,Q8TEY7,0,0,0,0.0027956800797696636,-7.3953,2950,0.39192241264780125,0.6082104424073336,-0.24634967989452308,-0.44929557818384697,9.999999999976694e-05,0.0,7527
1991,1794427,ChlorogenicAcid,P52788,0,0,0,0.0027933991007751202,-8.0866,1512,0.20087684336389,0.7992560116912448,-0.81356993844312,-1.4135862742362963,0.000600000000000378,0.0010999999999992127,7527
1992,1794427,ChlorogenicAcid,Q9BXB1,0,0,0,0.0027926779338728817,-7.0804,3747,0.497807891590275,0.5023249634648599,0.01202969145937937,-0.010043241735249123,0.0007999999999999119,0.0,7527
1993,1794427,ChlorogenicAcid,Q8WTX7,0,0,0,0.0027906501354977168,-6.7173,4810,0.6390328151986183,0.3611000398565165,0.30995776303321904,0.49644301855209955,9.999999999976694e-05,0.0,7527
1994,1794427,ChlorogenicAcid,Q8TBX8,0,0,0,0.0027903773637926767,-8.3441,1102,0.14640627075860235,0.8537265842965325,-1.0248518950122834,-1.7727716557399908,0.0006999999999983686,0.00020000000000131024,7527
1995,1794427,ChlorogenicAcid,Q9UKN7,0,0,0,0.0027898633081232887,-4.3825,7388,0.9815331473362562,0.018599707718878755,2.2256902375873375,3.7532431301436744,0.001000000000000334,0.0,7527
1996,1794427,ChlorogenicAcid,P58012,0,0,0,0.002789796692374271,-7.404,2918,0.38767105088348613,0.6124618041716487,-0.25348813823297656,-0.461431161947273,0.0,0.00020000000000042206,7527
1997,1794427,ChlorogenicAcid,P19971,0,0,0,0.002787789408972225,-6.9988,3982,0.5290288295469643,0.47110402550817054,0.07898350759935534,0.10378016459757262,0.000300000000000189,0.00019999999999953388,7527
1998,1794427,ChlorogenicAcid,P60709,0,0,0,0.0027866922874708764,-6.6517,5013,0.6660023913909924,0.33413046366414245,0.36378337993006243,0.5879481099177013,0.0,0.00039999999999995595,7527
1999,1794427,ChlorogenicAcid,Q13485,0,0,0,0.002786265438182652,-7.1412,3573,0.47469111199681147,0.5254417430583234,-0.03785746566452469,-0.09485283861068561,0.000700000000000145,9.999999999976694e-05,7527
2000,1794427,ChlorogenicAcid,Q8TAF3,0,0,0,0.00278321333669874,-8.4222,982,0.1304636641424206,0.8696691909127142,-1.088933917567825,-1.8817129306737348,0.000600000000000378,0.0002999999999993008,7527
2001,1794427,ChlorogenicAcid,P11177,0,0,0,0.002782805908822916,-7.0741,3762,0.4998007174172977,0.5003321376378371,0.017198919911363155,-0.0012554052169056757,0.00039999999999995595,0.00010000000000065512,7527
2002,1794427,ChlorogenicAcid,Q96NX5,0,0,0,0.002781468438606157,-7.3868,2971,0.39471236880563304,0.6054204862495018,-0.23937532404660913,-0.43743897335751175,0.0012999999999996348,0.0,7527
2003,1794427,ChlorogenicAcid,Q99536,0,0,0,0.0027810271445148325,-6.7962,4561,0.6059519064700412,0.39418094858509367,0.24521933051552164,0.3863858278699961,0.0007999999999999119,0.0005000000000006111,7527
2004,1794427,ChlorogenicAcid,Q16769,0,0,0,0.002777884947262893,-7.4473,2819,0.3745184004251362,0.6256144546299987,-0.2890163274347043,-0.5218301018273126,0.000300000000000189,0.0007999999999999119,7527
2005,1794427,ChlorogenicAcid,Q53TN4,0,0,0,0.0027771961956048444,-8.7708,542,0.07200743988308755,0.9281254151720473,-1.3749645585775752,-2.367973218022039,0.0016999999999995907,0.0005000000000006111,7527
2006,1794427,ChlorogenicAcid,Q9BV38,0,0,0,0.0027766144009514233,-8.4983,877,0.11651388335326159,0.8836189717018732,-1.1513749152179744,-1.987864416236575,0.00019999999999953388,9.999999999976694e-05,7527
2007,1794427,ChlorogenicAcid,Q6TDP4,0,0,0,0.0027763423221279014,-9.0269,314,0.04171648731234223,0.9584163677427926,-1.5850977977129657,-2.725205746966104,0.0004999999999988347,9.999999999976694e-05,7527
2008,1794427,ChlorogenicAcid,Q9GZS3,0,0,0,0.002775914472885466,-8.6949,627,0.08330011956954962,0.9168327354855852,-1.3126876634179658,-2.262100711396291,9.999999999976694e-05,0.0008999999999996788,7527
2009,1794427,ChlorogenicAcid,Q9NUI1,0,0,0,0.002773885374844793,-8.2916,1189,0.15796466055533412,0.8421681944998007,-0.981774991245756,-1.6995396847538025,0.0010000000000012221,0.0008999999999996788,7527
2010,1794427,ChlorogenicAcid,Q86TV6,0,0,0,0.002773452247570019,-8.2261,1272,0.16899163013152652,0.8311412249236083,-0.928031425594182,-1.6081740828567457,0.001300000000000523,0.0007999999999999119,7527
2011,1794427,ChlorogenicAcid,P28749,0,0,0,0.0027714814036349294,-6.9891,4010,0.53274877109074,0.4673840839643948,0.08694247839050485,0.11731064304645042,0.00039999999999995595,0.000900000000000567,7527
2012,1794427,ChlorogenicAcid,O94768,0,0,0,0.0027706111611364827,-8.631,705,0.09366281387006775,0.9064700411850671,-1.260256917690705,-2.1729669409959556,0.0022999999999999687,9.999999999976694e-05,7527
2013,1794427,ChlorogenicAcid,Q5T848,0,0,0,0.002768128693561558,-7.8751,1883,0.25016606881891856,0.7499667862362163,-0.6400315546979607,-1.1185660482633561,0.0007999999999999119,0.00020000000000042206,7527
2014,1794427,ChlorogenicAcid,Q96LA9,0,0,0,0.002765338329981349,-7.5118,2678,0.35578583765112265,0.6443470174040122,-0.34193938063358226,-0.6118008090389178,9.999999999976694e-05,0.00019999999999953388,7527
2015,1794427,ChlorogenicAcid,Q4KMG0,0,0,0,0.0027650376638895307,-6.0016,6523,0.8666135246446127,0.1335193304105221,0.8971985254275924,1.4947691449295581,0.0027999999999996916,0.0011999999999998678,7527
2016,1794427,ChlorogenicAcid,Q8N4J0,0,0,0,0.0027636139038458817,-8.128,1441,0.1914441344493158,0.8086887206058191,-0.847539153984725,-1.4713349142139773,0.0007999999999999119,0.000700000000000145,7527
2017,1794427,ChlorogenicAcid,Q2Q1W2,0,0,0,0.002761886711723217,-8.4361,964,0.12807227314999337,0.8720605819051415,-1.100339040660296,-1.9011019668015066,9.999999999976694e-05,0.0007999999999999119,7527
2018,1794427,ChlorogenicAcid,Q5JS13,0,0,0,0.002760361607430657,-7.712,2230,0.2962667729507108,0.703866082104424,-0.5062059736632781,-0.8910587250662574,0.0004999999999997229,0.000300000000000189,7527
2019,1794427,ChlorogenicAcid,P45983,0,0,0,0.0027598676952115585,-7.834,1973,0.26212302378105484,0.7380098312740799,-0.6063084928921638,-1.0612358766913095,0.0007999999999999119,0.00020000000000042206,7527
2020,1794427,ChlorogenicAcid,Q96C36,0,0,0,0.002759414095376938,-6.7017,4856,0.6451441477348213,0.3549887073203135,0.32275775729527334,0.5182033756451391,0.0007999999999999119,0.0005000000000006111,7527
2021,1794427,ChlorogenicAcid,P35236,0,0,0,0.0027582587855027193,-7.3885,2965,0.39391523847482396,0.6062176165803108,-0.24077019521619164,-0.4398102943227783,0.0002999999999993008,0.000300000000000189,7527
2022,1794427,ChlorogenicAcid,P49368,0,0,0,0.0027570558984505614,-9.0083,329,0.04370931313936495,0.9564235419157698,-1.5698362660928247,-2.6992607058167115,0.0003000000000010772,0.00039999999999906777,7527
2023,1794427,ChlorogenicAcid,O95861,0,0,0,0.002755955133001695,-9.2179,206,0.027368141357778663,0.9727647136973562,-1.7418156761778611,-2.9916306318872934,0.000700000000000145,0.000700000000000145,7527
2024,1794427,ChlorogenicAcid,Q8IYM1,0,0,0,0.0027551088955427286,-8.182,1354,0.17988574465258403,0.8202471104025508,-0.8918468264302977,-1.5466592272283453,0.0007999999999999119,0.0,7527
2025,1794427,ChlorogenicAcid,Q13155,0,0,0,0.002754890459181397,-7.2436,3319,0.4409459279925601,0.5591869270625747,-0.12187794082057256,-0.2376900544008926,0.00039999999999995595,0.0005000000000006111,7527
2026,1794427,ChlorogenicAcid,Q8IWT6,0,0,0,0.0027541772149016178,-6.8092,4530,0.6018333997608609,0.3982994552942739,0.23455266863047652,0.36825219695913,0.0,0.000700000000000145,7527
2027,1794427,ChlorogenicAcid,Q92562,0,0,0,0.002751536276911211,-8.5453,814,0.10814401487976617,0.8919888401753686,-1.1899390004946753,-2.0534244664527823,0.0,0.004300000000000637,7527
2028,1794427,ChlorogenicAcid,O75626,0,0,0,0.002751401584510006,-7.3548,3067,0.40746645409857846,0.5926664009565563,-0.213118925560344,-0.39280234342307174,0.00020000000000042206,9.999999999976694e-05,7527
2029,1794427,ChlorogenicAcid,O75815,0,0,0,0.0027504716640558776,-8.6364,695,0.09233426331871927,0.9077985917364155,-1.264687684935262,-2.180499372297392,0.0004000000000008441,0.000600000000000378,7527
2030,1794427,ChlorogenicAcid,Q8TDQ0,0,0,0,0.002747866111454235,-7.2965,3196,0.4246047562109738,0.575528098844161,-0.1652830495681797,-0.3114799832612639,0.000300000000000189,0.00020000000000042206,7527
2031,1794427,ChlorogenicAcid,Q8IUF8,0,0,0,0.0027475106474192817,-8.199,1324,0.1759000929985386,0.8242327620565962,-0.9057955381261256,-1.5703724368810157,0.00019999999999953388,9.999999999976694e-05,7527
2032,1794427,ChlorogenicAcid,P24864,0,0,0,0.0027450899678399415,-7.2228,3377,0.4486515211903813,0.5514813338647535,-0.10481128180450065,-0.20867624494350737,0.00010000000000065512,9.999999999976694e-05,7527
2033,1794427,ChlorogenicAcid,Q03518,0,0,0,0.0027450122076134024,-7.3336,3114,0.4137106416899163,0.5864222133652186,-0.19572406156319308,-0.3632305760915048,9.999999999976694e-05,0.000700000000000145,7527
2034,1794427,ChlorogenicAcid,Q7Z624,0,0,0,0.0027429797999839983,-8.3868,1031,0.13697356184402817,0.8631592932111067,-1.0598877767423933,-1.832333658808759,0.0011999999999989797,0.001300000000000523,7527
2035,1794427,ChlorogenicAcid,Q9NRR4,0,0,0,0.0027408309826842257,-8.8605,453,0.06018333997608609,0.9399495150790488,-1.4485645255843875,-2.493095271307017,9.999999999976694e-05,0.0030000000000001137,7527
2036,1794427,ChlorogenicAcid,Q07108,0,0,0,0.0027398838183104375,-6.9089,4244,0.5638368539922944,0.4362960010628404,0.15274757709670647,0.22918119681964,9.999999999976694e-05,0.0004999999999997229,7527
2037,1794427,ChlorogenicAcid,Q5VTE6,0,0,0,0.002739411516385379,-8.3388,1113,0.1478676763650857,0.8522651786900491,-1.020503179012997,-1.7653787139071015,0.0004000000000008441,0.0009999999999994458,7527
2038,1794427,ChlorogenicAcid,Q9HC38,0,0,0,0.0027387357075858623,-7.8648,1913,0.25415172047296397,0.7459811345821709,-0.6315802764351941,-1.1041986330032083,0.000300000000000189,0.00020000000000042206,7527
2039,1794427,ChlorogenicAcid,Q8IW75,0,0,0,0.00273809785146798,-7.7381,2181,0.2897568752491032,0.7103759798060316,-0.5276213486786385,-0.9274654763565356,0.000900000000000567,0.00019999999999953388,7527
2040,1794427,ChlorogenicAcid,Q13107,0,0,0,0.0027373722886846717,-8.6077,735,0.09764846552411319,0.9024843895310216,-1.2411389775428925,-2.1404658948249407,0.0002999999999993008,0.001200000000000756,7527
2041,1794427,ChlorogenicAcid,Q9NPF4,0,0,0,0.002737176707902149,-7.9891,1677,0.22279792746113988,0.7773349275939949,-0.7335699743052801,-1.2775840424047982,0.00039999999999995595,0.000300000000000189,7527
2042,1794427,ChlorogenicAcid,P28347,0,0,0,0.002735695166407935,-7.6511,2379,0.3160621761658031,0.6840706788893318,-0.45623676529410473,-0.8061096387222761,0.0,0.0015000000000000568,7527
2043,1794427,ChlorogenicAcid,O15550,0,0,0,0.002734966212702614,-8.6981,623,0.08276869934901022,0.9173641557061246,-1.315313303266592,-2.266564374389734,0.001200000000000756,0.0017999999999993577,7527
2044,1794427,ChlorogenicAcid,Q12913,0,0,0,0.002733596627668387,-7.1816,3485,0.46299986714494484,0.53713298791019,-0.07100616875343439,-0.15120658390291605,0.000700000000000145,0.0014999999999991687,7527
2045,1794427,ChlorogenicAcid,Q9Y5W5,0,0,0,0.00273353019320977,-7.2918,3215,0.42712900225853595,0.5730038527965989,-0.16142664104050977,-0.30492397823964346,0.00010000000000065512,0.0,7527
2046,1794427,ChlorogenicAcid,Q8IU85,0,0,0,0.0027320506315140504,-7.7087,2238,0.29732961339178954,0.7028032416633453,-0.5034982825693826,-0.8864555726042691,0.000300000000000189,0.00019999999999953388,7527
2047,1794427,ChlorogenicAcid,O00602,0,0,0,0.0027310542764202215,-6.6314,5066,0.6730437093131394,0.32708914574199544,0.3804397827197867,0.6162644720323613,0.00039999999999995595,0.0005999999999994898,7527
2048,1794427,ChlorogenicAcid,Q96SW2,0,0,0,0.0027306835184972133,-7.1744,3497,0.46459412780656306,0.5355387272485719,-0.06509847909402466,-0.14116334216766693,0.000300000000000189,0.00019999999999953388,7527
2049,1794427,ChlorogenicAcid,Q8N371,0,0,0,0.0027300119763246328,-6.3684,5796,0.7700278995615784,0.23010495549355658,0.5962345577787781,0.9831217743060395,0.00140000000000029,0.00019999999999953388,7527
2050,1794427,ChlorogenicAcid,Q9BYX2,0,0,0,0.002728781053902624,-7.241,3326,0.44187591337850407,0.5582569416766308,-0.1197446084435634,-0.23406332821871914,0.0002999999999993008,0.0,7527
2051,1794427,ChlorogenicAcid,P15291,0,0,0,0.0027278602249732995,-7.5433,2600,0.3454231433506045,0.6547097117045304,-0.36778552289349975,-0.6557399916306326,0.001700000000000479,0.0015000000000000568,7527
2052,1794427,ChlorogenicAcid,O14842,0,0,0,0.002725426693386544,-8.9551,369,0.04902351534475887,0.951109339710376,-1.5261850036094085,-2.6250523085507047,0.001300000000000523,0.0002999999999993008,7527
2053,1794427,ChlorogenicAcid,Q9NRG1,0,0,0,0.002725244806314732,-7.2947,3202,0.4254018865417829,0.5747309685133519,-0.1638061271533271,-0.3089691728274513,0.00039999999999995595,0.00020000000000042206,7527
2054,1794427,ChlorogenicAcid,Q8WV16,0,0,0,0.0027231560075470524,-4.6962,7301,0.9699747575395243,0.030158097515610494,1.9682954811766697,3.315664667317618,0.0004999999999997229,0.00039999999999995595,7527
2055,1794427,ChlorogenicAcid,Q8N448,0,0,0,0.002720301803320594,-6.8922,4286,0.569416766307958,0.4307160887471768,0.1664501350567262,0.25247593806667606,9.999999999976694e-05,0.00039999999999995595,7527
2056,1794427,ChlorogenicAcid,O75344,0,0,0,0.002719691633861043,-6.9355,4172,0.5542712900225854,0.4458615650325495,0.13092194585499844,0.19207699818663654,0.00010000000000065512,9.999999999976694e-05,7527
2057,1794427,ChlorogenicAcid,Q96EK6,0,0,0,0.0027196866931092924,-6.861,4372,0.5808423010495549,0.4192905540055799,0.19205012358083481,0.2959966522527552,0.000300000000000189,0.00010000000000065512,7527
2058,1794427,ChlorogenicAcid,P52789,0,0,0,0.002717507414086047,-8.234,1259,0.16726451441477347,0.8328683406403614,-0.9345134739704781,-1.6191937508718095,0.0015000000000000568,0.0010999999999992127,7527
2059,1794427,ChlorogenicAcid,Q9UBZ9,0,0,0,0.0027175053102998542,-8.8599,455,0.06044905008635579,0.939683804968779,-1.4480722181127696,-2.492258334495746,0.00019999999999953388,0.0005000000000006111,7527
2060,1794427,ChlorogenicAcid,P17540,0,0,0,0.0027164451024652625,-8.8333,477,0.06337186129932244,0.9367609937558125,-1.4262465868710617,-2.4551541358627422,0.0004999999999988347,0.001200000000000756,7527
2061,1794427,ChlorogenicAcid,Q8WXD0,0,0,0,0.0027115634682340524,-5.8637,6688,0.8885346087418626,0.1115982463132722,1.0103471926543413,1.6871251220532857,0.0008999999999996788,0.0019000000000000128,7527
2062,1794427,ChlorogenicAcid,Q96RK4,0,0,0,0.002711133690382458,-6.9434,4147,0.5509499136442142,0.44918294141092063,0.12443989747870228,0.18105733017157258,0.00019999999999953388,0.00010000000000065512,7527
