pubchem_cid,uniprot_id,in_old_bindingdb_positive,in_yamanishi_all,in_yamanishi_feature_complete
156422,O75908,0,1,1
156422,P35610,0,1,1
15664,P32246,1,0,0
15664,P51681,1,0,0
156665,A4D1D0,0,1,0
156665,O00222,0,1,1
156665,O15303,0,1,0
156665,Q14416,0,1,1
156665,Q14832,0,1,1
157313,A0A0S2Z4T6,0,1,0
157313,A0A140VJR0,0,1,0
157313,A7E2E5,0,1,0
157313,B3KN77,0,1,0
157313,B3KVQ4,0,1,0
157313,F6R4I1,0,1,0
157313,O00408,0,1,1
157313,O15554,0,1,1
157313,O43849,0,1,0
157313,O43924,0,1,1
157313,O60658,0,1,1
157313,O76074,0,1,1
157313,O76083,0,1,1
157313,O95263,0,1,0
157313,P13569,0,1,1
157313,P18545,0,1,1
157313,P21817,0,1,1
157313,P27815,0,1,1
157313,P29274,0,1,1
157313,P30542,0,1,1
157313,P54750,0,1,0
157313,Q07343,0,1,1
157313,Q08493,0,1,1
157313,Q08499,0,1,1
157313,Q13370,0,1,1
157313,Q13946,0,1,1
157313,Q13956,0,1,0
157313,Q14123,0,1,0
157313,Q15413,0,1,1
157313,Q32MM7,0,1,0
157313,Q6IB24,0,1,0
157313,Q8IW54,0,1,0
157313,Q92736,0,1,1
157313,Q9HCR9,0,1,0
157313,Q9NP56,0,1,0
157313,Q9Y233,0,1,1
157313,X5DNB4,0,1,0
157313,X5DNX5,0,1,0
157838,P15121,0,1,1
157920,P51788,0,1,0
15851,A0A8D9PH81,0,1,0
15851,A0A8D9PHB2,0,1,0
15851,A8K177,0,1,0
15851,O15398,0,1,0
15851,O15399,0,1,0
15851,O60391,0,1,0
15851,P14867,0,1,1
15851,P31644,0,1,1
15851,P34903,0,1,0
15851,P47869,0,1,0
15851,P48169,0,1,1
15851,Q05586,0,1,1
15851,Q12879,0,1,1
15851,Q13224,0,1,1
15851,Q14957,0,1,0
15851,Q16445,0,1,0
15851,Q547U9,0,1,0
15851,Q59G17,0,1,0
15851,Q5F0I5,0,1,0
15851,Q8TCU5,0,1,0
15851,X5D7F5,0,1,0
158550,P11388,0,1,0
158550,P21817,0,1,1
158550,Q02880,0,1,0
158550,Q15413,0,1,1
158550,Q92736,0,1,1
158781,P30556,0,1,1
158781,Q53YY0,0,1,0
15895902,P23219,0,1,0
15895902,P35354,0,1,1
159271,P23219,0,1,1
159271,P35354,0,1,1
159324,P23219,0,1,1
159324,P35354,0,1,1
160024,P15121,0,1,1
16078,P21554,0,1,1
16129675,B4DKH4,0,1,0
16129675,P12821,0,1,0
1613,P15121,0,1,1
16362,A6H8K3,0,1,0
16362,A8K8E4,0,1,0
16362,B3KQH9,0,1,0
16362,O00305,0,1,1
16362,O00555,0,1,1
16362,O43497,0,1,0
16362,O60840,0,1,0
16362,O75762,0,1,1
16362,O95180,0,1,0
16362,P00734,0,1,1
16362,P14416,0,1,1
16362,P21728,0,1,1
16362,P21817,0,1,1
16362,P21918,0,1,0
16362,P35462,0,1,1
16362,P41143,0,1,1
16362,P54284,0,1,1
16362,P54289,0,1,1
16362,P62955,0,1,0
16362,P98161,0,1,1
16362,Q00975,0,1,0
16362,Q01668,0,1,0
16362,Q02641,0,1,1
16362,Q06432,0,1,0
16362,Q08289,0,1,0
16362,Q13698,0,1,1
16362,Q13936,0,1,0
16362,Q14573,0,1,0
16362,Q14643,0,1,0
16362,Q15413,0,1,1
16362,Q15878,0,1,0
16362,Q59ES2,0,1,0
16362,Q59FG1,0,1,0
16362,Q59GD8,0,1,0
16362,Q7Z3S7,0,1,0
16362,Q8IZS8,0,1,0
16362,Q92736,0,1,1
16362,Q9H1D0,0,1,1
16362,Q9NY47,0,1,0
16362,Q9P0X4,0,1,0
16362,Q9UBN1,0,1,0
16362,Q9Y698,0,1,0
16362,X5D2G4,0,1,0
163727,P21397,0,1,1
163727,P27338,0,1,1
163727,Q49A63,0,1,0
163727,Q53YE7,0,1,0
163751,A0A024RD04,0,1,0
163751,L7RXH5,0,1,0
163751,O15264,0,1,0
163751,P27361,0,1,0
163751,P28482,0,1,0
163751,P31152,0,1,0
163751,P45983,0,1,0
163751,P45984,0,1,0
163751,P53778,0,1,0
163751,P53779,0,1,0
163751,Q13164,0,1,0
163751,Q15759,0,1,0
163751,Q16539,0,1,0
163751,Q16659,0,1,0
163751,Q499G7,0,1,0
163751,Q8TD08,0,1,0
166558,O75908,1,1,1
166558,P35610,1,1,1
166589,A8K8E4,0,1,0
166589,P35462,0,1,0
166589,X5D2G4,0,1,0
167446,O15554,0,1,0
16759173,P04035,0,1,1
1676,P29275,0,1,0
16760658,P23219,0,1,1
16760658,P35354,0,1,1
169569,O14746,0,1,0
170321,P21397,0,1,1
170321,P27338,0,1,1
170321,Q49A63,0,1,0
170321,Q53YE7,0,1,0
171548,A0A0S2Z693,0,1,0
171548,A0A140VK29,0,1,0
171548,O00763,0,1,0
171548,P05165,0,1,1
171548,P05166,0,1,0
171548,P11498,0,1,1
171548,P43251,0,1,0
171548,P50747,0,1,0
171548,Q13085,0,1,0
171548,Q96RQ3,0,1,1
171548,Q9HCC0,0,1,0
174174,A4D1Q0,0,1,0
174174,P08172,0,1,1
174174,P08173,0,1,1
174174,P08912,0,1,1
174174,P11229,0,1,1
174174,P20309,0,1,1
174174,Q53XZ3,0,1,0
174174,Q6SL56,0,1,0
174174,Q86SJ1,0,1,0
176871,A0A087WX63,0,1,0
176871,A0A140VJJ0,0,1,0
176871,A0A384MU00,0,1,0
176871,B6D4Y2,0,1,0
176871,B7ZKJ3,0,1,0
176871,F2YGG7,0,1,0
176871,F6QWY5,0,1,0
176871,F6RDZ0,0,1,0
176871,F6TUL7,0,1,0
176871,O15146,0,1,0
176871,P00533,0,1,1
176871,P04626,0,1,1
176871,P04629,0,1,1
176871,P06213,0,1,0
176871,P07333,0,1,1
176871,P07949,0,1,1
176871,P08069,0,1,1
176871,P08581,0,1,1
176871,P08922,0,1,1
176871,P09619,0,1,1
176871,P10721,0,1,1
176871,P11362,0,1,1
176871,P14616,0,1,0
176871,P16234,0,1,1
176871,P17948,0,1,0
176871,P21709,0,1,0
176871,P21802,0,1,1
176871,P21860,0,1,1
176871,P22455,0,1,1
176871,P22607,0,1,1
176871,P29317,0,1,1
176871,P29320,0,1,1
176871,P29322,0,1,1
176871,P29323,0,1,1
176871,P29376,0,1,1
176871,P30530,0,1,1
176871,P34925,0,1,1
176871,P35590,0,1,1
176871,P35916,0,1,1
176871,P35968,0,1,1
176871,P36888,0,1,1
176871,P54753,0,1,1
176871,P54756,0,1,1
176871,P54760,0,1,1
176871,P54762,0,1,1
176871,P54764,0,1,1
176871,Q01973,0,1,1
176871,Q01974,0,1,1
176871,Q02763,0,1,1
176871,Q04912,0,1,1
176871,Q06418,0,1,1
176871,Q08345,0,1,1
176871,Q0IJ44,0,1,0
176871,Q12866,0,1,1
176871,Q13308,0,1,1
176871,Q15303,0,1,1
176871,Q15375,0,1,1
176871,Q16288,0,1,1
176871,Q16620,0,1,1
176871,Q16832,0,1,1
176871,Q4LE53,0,1,0
176871,Q504U8,0,1,0
176871,Q548C2,0,1,0
176871,Q59F04,0,1,0
176871,Q59FQ5,0,1,0
176871,Q59FT4,0,1,0
176871,Q59HG2,0,1,0
176871,Q5VWE5,0,1,0
176871,Q6NVW1,0,1,0
176871,Q6P4R6,0,1,0
176871,Q8WTZ8,0,1,0
176871,Q96L35,0,1,0
176871,Q9UF33,0,1,0
176871,Q9UM73,0,1,1
176871,X5D2R1,0,1,0
176871,X5DNK3,0,1,0
1775,A0A8I5KPF5,0,1,0
1775,A5X2V1,0,1,0
1775,A6H8K3,0,1,0
1775,B0YJ93,0,1,0
1775,B2R812,0,1,0
1775,B3KQH9,0,1,0
1775,O00305,0,1,1
1775,O00555,0,1,1
1775,O43497,0,1,1
1775,O60840,0,1,0
1775,O75762,0,1,1
1775,O95180,0,1,0
1775,P11712,0,1,1
1775,P21817,0,1,1
1775,P33261,0,1,1
1775,P35499,0,1,1
1775,P37088,0,1,1
1775,P51168,0,1,1
1775,P51170,0,1,1
1775,P51172,0,1,0
1775,P54284,0,1,1
1775,P54289,0,1,1
1775,P62955,0,1,0
1775,P98161,0,1,1
1775,Q00975,0,1,1
1775,Q01118,0,1,1
1775,Q01668,0,1,1
1775,Q02641,0,1,1
1775,Q06432,0,1,0
1775,Q07699,0,1,1
1775,Q08289,0,1,0
1775,Q13698,0,1,1
1775,Q13936,0,1,0
1775,Q14524,0,1,1
1775,Q14573,0,1,0
1775,Q14643,0,1,0
1775,Q15413,0,1,1
1775,Q15878,0,1,1
1775,Q59ES2,0,1,0
1775,Q59FG1,0,1,0
1775,Q59GD8,0,1,0
1775,Q7Z3S7,0,1,0
1775,Q8IWT1,0,1,1
1775,Q8IZS8,0,1,0
1775,Q92736,0,1,1
1775,Q9C007,0,1,0
1775,Q9H1D0,0,1,1
1775,Q9NY37,0,1,0
1775,Q9NY46,0,1,1
1775,Q9NY47,0,1,0
1775,Q9NY72,0,1,1
1775,Q9P0X4,0,1,1
1775,Q9UBN1,0,1,0
1775,Q9UHC3,0,1,0
1775,Q9Y5Y9,0,1,1
1775,Q9Y698,0,1,0
1794427,O60218,1,0,0
1794427,P05067,1,0,0
1794427,P15121,1,0,0
1794427,P17706,1,0,0
1794427,P18031,1,0,0
1794427,Q13547,1,0,0
185462,A0A024R0L6,0,1,0
185462,A0A0K0K1K7,0,1,0
185462,A0A140VJJ2,0,1,0
185462,A0AAG2UV77,0,1,0
185462,A6H8L5,0,1,0
185462,A8K8W7,0,1,0
185462,B2RBL3,0,1,0
185462,B4DSX9,0,1,0
185462,E5KRG5,0,1,0
185462,F6VCN3,0,1,0
185462,O15496,0,1,1
185462,O60733,0,1,0
185462,O75612,0,1,0
185462,O95336,0,1,0
185462,O95479,0,1,0
185462,P04054,0,1,1
185462,P04818,0,1,1
185462,P06276,0,1,1
185462,P06858,0,1,1
185462,P07098,0,1,1
185462,P10768,0,1,1
185462,P11150,0,1,0
185462,P14555,0,1,1
185462,P16233,0,1,1
185462,P19835,0,1,1
185462,P19971,0,1,1
185462,P22303,0,1,1
185462,P22760,0,1,0
185462,P28039,0,1,1
185462,P39877,0,1,0
185462,P47712,0,1,1
185462,P54315,0,1,1
185462,P54317,0,1,1
185462,P68402,0,1,1
185462,Q05315,0,1,1
185462,Q05469,0,1,0
185462,Q15102,0,1,0
185462,Q49AI2,0,1,0
185462,Q53H76,0,1,0
185462,Q53Y97,0,1,0
185462,Q542Y6,0,1,0
185462,Q86SR3,0,1,0
185462,Q86WA6,0,1,1
185462,Q99487,0,1,0
185462,Q99685,0,1,1
185462,Q9BZM1,0,1,0
185462,Q9BZM2,0,1,0
185462,Q9NST1,0,1,0
185462,Q9NZ20,0,1,0
185462,Q9NZK7,0,1,1
185462,Q9UNK4,0,1,0
185462,Q9Y5X9,0,1,0
185462,V9HW44,0,1,0
189729,O43451,0,1,1
189729,P10253,0,1,1
189729,Q8TET4,0,1,0
190816,P15121,0,1,1
19610426,A8K215,0,1,0
19610426,P28221,0,1,0
19610426,P28222,0,1,0
19610426,X5D7I5,0,1,0
19648,O00222,0,1,0
19648,P04746,0,1,0
19648,P16233,0,1,0
19648,P17538,0,1,0
19648,Q53F26,0,1,0
19648,Q99895,0,1,0
1967,P09917,0,1,1
1978,A8KAG8,0,1,0
1978,P07550,0,1,1
1978,P08588,0,1,1
1978,P13945,0,1,0
1978,X5DQM5,0,1,0
1981,P23219,0,1,1
1981,P35354,0,1,1
1983,A0A384MTR2,0,1,0
1983,A0A384NPQ2,0,1,0
1983,A0N0X8,0,1,0
1983,A8K415,0,1,0
1983,C1ID52,0,1,0
1983,P04798,0,1,1
1983,P05164,0,1,1
1983,P05177,0,1,1
1983,P05181,0,1,1
1983,P10635,0,1,1
1983,P11678,0,1,0
1983,P22079,0,1,0
1983,P23219,0,1,1
1983,P30044,0,1,1
1983,P30048,0,1,1
1983,P35354,0,1,1
1983,P49895,0,1,0
1983,P50226,0,1,1
1983,P55073,0,1,0
1983,Q06830,0,1,1
1983,Q13162,0,1,1
1983,Q5Y7H2,0,1,0
1983,Q86TU3,0,1,0
1983,Q92813,0,1,0
1983,V9HW63,0,1,0
1986,A0A0S2Z3D0,0,1,0
1986,A8K3J4,0,1,0
1986,B4DUH8,0,1,0
1986,O43570,0,1,1
1986,P00915,0,1,1
1986,P00918,0,1,1
1986,P07451,0,1,1
1986,P22748,0,1,1
1986,P23280,0,1,1
1986,P35218,0,1,0
1986,P35219,0,1,1
1986,P43166,0,1,1
1986,Q16790,0,1,1
1986,Q8N1Q1,0,1,1
1986,Q9ULX7,0,1,1
1986,Q9Y2D0,0,1,0
1986,V9HW21,0,1,0
1986,V9HWA3,0,1,0
1986,V9HWE3,0,1,0
1989,A0A384NY14,0,1,0
1989,A8K432,0,1,0
1989,P48048,0,1,0
1989,Q7Z4W1,0,1,1
20179,P08913,0,1,1
20179,P18089,0,1,1
20179,P18825,0,1,1
20179,P25100,0,1,0
20179,Q4W594,0,1,0
20279,P47712,0,1,1
204101,P00742,0,1,1
204101,Q5JVE7,0,1,0
2083,P07550,0,1,1
2083,X5DQM5,0,1,0
208850,P07550,0,1,1
208850,P08588,0,1,1
208850,X5DQM5,0,1,0
208910,P23219,0,1,1
208910,P35354,0,1,1
2097,P23219,0,1,1
2097,P35354,0,1,1
21121303,A0A384MR29,0,1,0
21121303,P20648,0,1,0
21121303,Q658V6,0,1,0
21155870,P25021,0,1,0
2116,P49768,1,0,0
2118,A0A0S2Z3R3,0,1,0
2118,A0N0X8,0,1,0
2118,A8K177,0,1,0
2118,A8K496,0,1,0
2118,C1ID52,0,1,0
2118,O14764,0,1,1
2118,O15528,0,1,0
2118,O75881,0,1,0
2118,O95992,0,1,0
2118,P04798,0,1,1
2118,P05093,0,1,1
2118,P05108,0,1,1
2118,P05177,0,1,1
2118,P05181,0,1,1
2118,P08684,0,1,1
2118,P08686,0,1,1
2118,P10632,0,1,1
2118,P10635,0,1,1
2118,P11509,0,1,1
2118,P11511,0,1,1
2118,P11712,0,1,1
2118,P13584,0,1,0
2118,P14867,0,1,1
2118,P15538,0,1,1
2118,P18505,0,1,0
2118,P18507,0,1,1
2118,P19099,0,1,1
2118,P20813,0,1,1
2118,P20815,0,1,1
2118,P20853,0,1,0
2118,P22680,0,1,1
2118,P24046,0,1,0
2118,P24462,0,1,1
2118,P24903,0,1,0
2118,P25024,0,1,1
2118,P28472,0,1,1
2118,P31644,0,1,1
2118,P33260,0,1,1
2118,P33261,0,1,1
2118,P34903,0,1,0
2118,P47869,0,1,0
2118,P47870,0,1,1
2118,P48169,0,1,1
2118,P51589,0,1,0
2118,P78329,0,1,0
2118,P78334,0,1,0
2118,Q02318,0,1,0
2118,Q02928,0,1,0
2118,Q05C57,0,1,0
2118,Q08477,0,1,0
2118,Q08AG9,0,1,0
2118,Q16445,0,1,0
2118,Q16647,0,1,1
2118,Q16678,0,1,1
2118,Q16696,0,1,1
2118,Q16850,0,1,1
2118,Q1HB44,0,1,0
2118,Q53TK1,0,1,0
2118,Q5TCH4,0,1,0
2118,Q5Y7H2,0,1,0
2118,Q6GRK0,0,1,0
2118,Q7Z348,0,1,0
2118,Q86W10,0,1,0
2118,Q8IYG4,0,1,0
2118,Q8N118,0,1,0
2118,Q8TCA4,0,1,0
2118,Q8TDD0,0,1,0
2118,Q96SQ9,0,1,0
2118,Q99928,0,1,0
2118,Q9HB55,0,1,0
2118,Q9NYL5,0,1,0
2118,Q9UN88,0,1,0
2118,Q9UNU6,0,1,1
2118,Q9Y2Z9,0,1,0
2118,Q9Y6A2,0,1,1
2118,X5D7F5,0,1,0
2118,X5DNL6,0,1,0
2145,A0A0S2Z3R3,0,1,0
2145,A0N0X8,0,1,0
2145,C1ID52,0,1,0
2145,O15528,0,1,0
2145,O75881,0,1,0
2145,O95992,0,1,0
2145,P04798,0,1,1
2145,P05093,0,1,1
2145,P05108,0,1,1
2145,P05177,0,1,1
2145,P05181,0,1,1
2145,P08684,0,1,1
2145,P10632,0,1,1
2145,P10635,0,1,1
2145,P11509,0,1,1
2145,P11511,0,1,1
2145,P11712,0,1,1
2145,P13584,0,1,0
2145,P15538,0,1,1
2145,P17787,0,1,1
2145,P19099,0,1,1
2145,P20813,0,1,1
2145,P20815,0,1,1
2145,P20853,0,1,0
2145,P22680,0,1,1
2145,P24462,0,1,1
2145,P24903,0,1,0
2145,P25024,0,1,1
2145,P33260,0,1,1
2145,P33261,0,1,1
2145,P51589,0,1,0
2145,P78329,0,1,0
2145,Q02318,0,1,0
2145,Q02928,0,1,0
2145,Q05C57,0,1,0
2145,Q08477,0,1,0
2145,Q16647,0,1,1
2145,Q16678,0,1,1
2145,Q16696,0,1,1
2145,Q16850,0,1,1
2145,Q1HB44,0,1,0
2145,Q53TK1,0,1,0
2145,Q5SXY3,0,1,0
2145,Q5TCH4,0,1,0
2145,Q5Y7H2,0,1,0
2145,Q6GRK0,0,1,0
2145,Q7Z348,0,1,0
2145,Q86W10,0,1,0
2145,Q8IYG4,0,1,0
2145,Q8N118,0,1,0
2145,Q8TCA4,0,1,0
2145,Q8TDD0,0,1,0
2145,Q96SQ9,0,1,0
2145,Q9HB55,0,1,0
2145,Q9NYL5,0,1,0
2145,Q9UNU6,0,1,1
2145,Q9Y2Z9,0,1,0
2145,Q9Y6A2,0,1,1
21467,P35498,0,1,0
21467,P35499,0,1,1
21467,Q14524,0,1,1
21467,Q15858,0,1,0
21467,Q6B4S4,0,1,0
21467,Q99250,0,1,0
21467,Q9C007,0,1,0
21467,Q9NY46,0,1,1
21467,Q9UQD0,0,1,0
2153,A0A0S2Z4T6,0,1,0
2153,A0A140VJR0,0,1,0
2153,A7E2E5,0,1,0
2153,B3KN77,0,1,0
2153,F6R4I1,0,1,0
2153,O00408,0,1,1
2153,O43849,0,1,0
2153,O43924,0,1,1
2153,O60658,0,1,1
2153,O76074,0,1,1
2153,O76083,0,1,1
2153,O95263,0,1,0
2153,P18545,0,1,1
2153,P27815,0,1,1
2153,P29275,0,1,0
2153,P54750,0,1,0
2153,Q07343,0,1,1
2153,Q08493,0,1,1
2153,Q08499,0,1,1
2153,Q13370,0,1,1
2153,Q13946,0,1,1
2153,Q13956,0,1,0
2153,Q14123,0,1,0
2153,Q32MM7,0,1,0
2153,Q6IB24,0,1,0
2153,Q8IW54,0,1,0
2153,Q9HCR9,0,1,0
2153,Q9NP56,0,1,0
2153,Q9Y233,0,1,1
2153,X5DNX5,0,1,0
2157,P08588,0,1,1
2157,P35348,0,1,0
2161,Q09428,0,1,0
2161,Q38Q88,0,1,0
2161,Q38Q91,0,1,0
2161,Q9UBQ6,0,1,0
2161,Q9Y271,0,1,1
216322,P22303,0,1,1
216457,P11388,0,1,1
216457,Q02880,0,1,1
2170,B2R7Y7,0,1,0
2170,P23975,0,1,0
2170,P31645,0,1,1
2176,A8KAG8,0,1,0
2176,P07550,0,1,1
2176,P08588,0,1,1
2176,P13945,0,1,0
2176,X5DQM5,0,1,0
2179,P11388,0,1,1
2179,Q02880,0,1,1
21850,B3KVQ4,0,1,0
21850,P29274,0,1,1
21850,P30542,0,1,1
21850,X5DNB4,0,1,0
2187,A0N0X8,0,1,0
2187,C1ID52,0,1,0
2187,P04798,0,1,1
2187,P05177,0,1,1
2187,P05181,0,1,1
2187,P08684,0,1,1
2187,P10632,0,1,1
2187,P10635,0,1,1
2187,P11509,0,1,1
2187,P11511,0,1,1
2187,P11712,0,1,1
2187,P13584,0,1,0
2187,P17787,0,1,1
2187,P20813,0,1,1
2187,P20815,0,1,1
2187,P20853,0,1,0
2187,P24462,0,1,1
2187,P24903,0,1,0
2187,P33260,0,1,1
2187,P33261,0,1,1
2187,P51589,0,1,0
2187,Q16678,0,1,1
2187,Q16696,0,1,1
2187,Q53TK1,0,1,0
2187,Q5SXY3,0,1,0
2187,Q5Y7H2,0,1,0
2187,Q6GRK0,0,1,0
2187,Q7Z348,0,1,0
2187,Q86W10,0,1,0
2187,Q8IYG4,0,1,0
2187,Q8N118,0,1,0
2187,Q8TCA4,0,1,0
2187,Q96SQ9,0,1,0
2187,Q9HB55,0,1,0
2244,O95342,1,0,0
2244,P00533,1,0,0
2244,P00915,1,0,0
2244,P00918,1,0,0
2244,P05164,1,0,0
2244,P08514,1,0,0
2244,P19440,1,0,0
2244,P23219,1,1,1
2244,P35354,1,1,1
2244,P60953,1,0,0
2247,C1ID52,0,1,0
2247,P08684,0,1,1
2247,P10635,0,1,1
2247,P35367,0,1,1
2247,Q12809,0,1,1
2247,Q15BH2,0,1,0
2247,Q5Y7H2,0,1,0
2247,Q6GRK0,0,1,0
2247,Q9H3N8,0,1,0
2247,Q9Y5N1,0,1,1
2249,P07550,0,1,1
2249,P08588,0,1,1
2249,X5DQM5,0,1,0
22502,A8K177,0,1,0
22502,P14867,0,1,1
22502,P31644,0,1,1
22502,P34903,0,1,0
22502,P47869,0,1,0
22502,P48169,0,1,1
22502,Q16445,0,1,0
22502,X5D7F5,0,1,0
2266,L8B082,0,1,0
2266,P14679,0,1,1
2266,P31213,0,1,1
2284,Q59HG8,0,1,0
2284,Q9UBS5,0,1,1
229455,P10275,0,1,1
229455,Q9NUA2,0,1,0
2315,P00915,0,1,1
2315,P00918,0,1,1
2315,P22748,0,1,1
2315,Q12791,0,1,1
2315,V9HW21,0,1,0
2315,V9HWE3,0,1,0
2329,A0A140VK27,0,1,0
2329,O15296,0,1,1
2329,O75342,0,1,0
2329,P09917,0,1,1
2329,P09960,0,1,1
2329,P16050,0,1,0
2329,P18054,0,1,1
2329,P35367,0,1,1
2329,Q13946,0,1,1
2329,Q9NP56,0,1,0
2336,P35869,1,0,0
2337,A0A8I5KPF5,0,1,0
2337,A5X2V1,0,1,0
2337,B0YJ93,0,1,0
2337,B2R812,0,1,0
2337,P35499,0,1,1
2337,P37088,0,1,1
2337,P51168,0,1,1
2337,P51170,0,1,1
2337,P51172,0,1,0
2337,Q01118,0,1,1
2337,Q07699,0,1,1
2337,Q8IWT1,0,1,1
2337,Q9C007,0,1,0
2337,Q9NY37,0,1,0
2337,Q9NY46,0,1,1
2337,Q9NY72,0,1,1
2337,Q9UHC3,0,1,0
2337,Q9Y5Y9,0,1,1
23422,A8K177,0,1,0
23422,B4DK78,0,1,0
23422,P02708,0,1,0
23422,P14867,0,1,0
23422,P30532,0,1,0
23422,P31644,0,1,0
23422,P32297,0,1,0
23422,P34903,0,1,0
23422,P36544,0,1,0
23422,P43681,0,1,0
23422,P47869,0,1,0
23422,P48169,0,1,0
23422,Q15822,0,1,0
23422,Q15825,0,1,0
23422,Q16445,0,1,0
23422,Q53SH4,0,1,0
23422,Q59FV0,0,1,0
23422,Q6EWN4,0,1,0
23422,Q92952,0,1,0
23422,Q9GZZ6,0,1,0
23422,Q9H2S1,0,1,0
23422,Q9UGM1,0,1,0
23422,X5D7F5,0,1,0
2343,P00915,0,1,1
2343,P00918,0,1,1
2343,P22748,0,1,1
2343,Q12791,0,1,1
2343,V9HW21,0,1,0
2343,V9HWE3,0,1,0
23663403,A0A140VJI3,0,1,0
23663403,P16444,0,1,0
23663959,P23219,0,1,1
23663959,P35354,0,1,1
23663985,P08246,0,1,0
23663992,P04035,0,1,1
23667301,G4XH65,0,1,0
23667301,P03372,0,1,1
23667642,P23219,0,1,0
23667642,P35354,0,1,0
23667962,B4DKH4,0,1,0
23667962,P12821,0,1,0
23669229,O15554,0,1,1
23669229,P13569,0,1,1
23669229,P21817,0,1,1
23669229,Q15413,0,1,1
23669229,Q92736,0,1,1
23674731,P23219,0,1,0
23674731,P35354,0,1,0
23674745,A0A0S2Z4T6,0,1,0
23674745,A0A140VJR0,0,1,0
23674745,A7E2E5,0,1,0
23674745,B3KN77,0,1,0
23674745,F6R4I1,0,1,0
23674745,O00408,0,1,0
23674745,O43849,0,1,0
23674745,O43924,0,1,0
23674745,O60658,0,1,0
23674745,O76074,0,1,0
23674745,O76083,0,1,0
23674745,O95263,0,1,0
23674745,P18545,0,1,0
23674745,P27815,0,1,0
23674745,P54750,0,1,0
23674745,Q07343,0,1,0
23674745,Q08493,0,1,0
23674745,Q08499,0,1,0
23674745,Q13370,0,1,0
23674745,Q13946,0,1,0
23674745,Q13956,0,1,0
23674745,Q14123,0,1,0
23674745,Q32MM7,0,1,0
23674745,Q6IB24,0,1,0
23674745,Q8IW54,0,1,0
23674745,Q9HCR9,0,1,0
23674745,Q9NP56,0,1,0
23674745,Q9Y233,0,1,0
23674745,X5DNX5,0,1,0
23675769,P23219,0,1,1
23675769,P35354,0,1,1
23677829,P23219,0,1,0
23677829,P35354,0,1,0
23678981,B0YJ76,0,1,0
23678981,P00374,0,1,1
23679527,P04035,0,1,1
23681059,P23219,0,1,1
23681059,P35354,0,1,1
23683779,P15121,0,1,1
23706210,A8K177,0,1,0
23706210,P14867,0,1,1
23706216,P23219,0,1,0
23706216,P35354,0,1,0
23724511,P11388,0,1,0
23724511,Q02880,0,1,0
23724775,G8XRH5,0,1,0
23724775,P35372,0,1,1
23724780,P35367,0,1,1
23724781,P11229,0,1,0
23724781,Q53XZ3,0,1,0
23724784,P21397,0,1,0
23724784,P27338,0,1,0
23724784,Q49A63,0,1,0
23724784,Q53YE7,0,1,0
23724856,A0A024RD04,0,1,0
23724856,L7RXH5,0,1,0
23724856,O15264,0,1,0
23724856,P27361,0,1,0
23724856,P28482,0,1,0
23724856,P31152,0,1,0
23724856,P45983,0,1,0
23724856,P45984,0,1,0
23724856,P53778,0,1,0
23724856,P53779,0,1,0
23724856,Q13164,0,1,0
23724856,Q15759,0,1,0
23724856,Q16539,0,1,0
23724856,Q16659,0,1,0
23724856,Q499G7,0,1,0
23724856,Q8TD08,0,1,0
23724898,P08913,0,1,1
23724898,P18089,0,1,1
23724898,P18825,0,1,1
23724898,Q4W594,0,1,0
23724898,Q9H2S1,0,1,1
23724898,Q9UGI6,0,1,0
23724987,A8K177,0,1,0
23724987,P14867,0,1,0
23724987,P31644,0,1,0
23724987,P34903,0,1,0
23724987,P47869,0,1,0
23724987,P48169,0,1,0
23724987,Q16445,0,1,0
23724987,X5D7F5,0,1,0
2375,P10275,0,1,1
2375,Q9NUA2,0,1,0
2381,A4D1Q0,0,1,0
2381,P08172,0,1,1
2381,P11229,0,1,1
2381,Q15822,0,1,1
2381,Q53XZ3,0,1,0
2381,Q6SL56,0,1,0
2381,Q86SJ1,0,1,0
2405,C1ID52,0,1,0
2405,P07550,0,1,1
2405,P08588,0,1,1
2405,P10635,0,1,1
2405,Q5Y7H2,0,1,0
2405,X5DQM5,0,1,0
24244,Q15822,0,1,1
243,A0A024RBI1,0,1,0
243,P14920,0,1,1
243,P30044,0,1,1
247839,P47712,0,1,1
2479,A8K177,0,1,0
2479,P14867,0,1,1
2482,O75469,0,1,1
24843,P54289,0,1,0
24843,Q06432,0,1,0
24843,Q13936,0,1,0
2519,A0A0S2Z3R3,0,1,0
2519,A0A0S2Z4T6,0,1,0
2519,A0A140VJR0,0,1,0
2519,A0A384MR47,0,1,0
2519,A0ACM8Q8Y1,0,1,0
2519,A0N0X8,0,1,0
2519,A5JUU3,0,1,0
2519,A7E2E5,0,1,0
2519,A8K0T6,0,1,0
2519,A8K7T1,0,1,0
2519,A8K8F9,0,1,0
2519,B3KN41,0,1,0
2519,B3KN77,0,1,0
2519,B3KVQ4,0,1,0
2519,B3KVQ5,0,1,0
2519,C1ID52,0,1,0
2519,F6R4I1,0,1,0
2519,O00408,0,1,1
2519,O14638,0,1,1
2519,O14939,0,1,1
2519,O15528,0,1,0
2519,O15547,0,1,0
2519,O43849,0,1,0
2519,O43924,0,1,1
2519,O60658,0,1,1
2519,O60906,0,1,0
2519,O75881,0,1,0
2519,O76074,0,1,1
2519,O76083,0,1,1
