category,kegg_drug,pubchem_cid,kegg_target,chosen_uniprot,chosen_affinity,rank_1_based,total_ranked_uniprots,rank_percentile,higher_ranked_targets,higher_ranked_yamanishi_known_positives,higher_ranked_bindingdb_known_positives,higher_ranked_apparent_false_positives,higher_ranked_apparent_fp_fraction,higher_ranked_unsupported_by_yamanishi_or_bindingdb,higher_ranked_unsupported_fraction
enzyme,D00448,5339,hsa:247,O15296,-9.3753,508,7294,0.06964628461749384,507,2,0,505,0.9960552268244576,505,0.9960552268244576
enzyme,D00448,5339,hsa:3551,O14920,-8.8191,1125,7294,0.15423635865094598,1124,4,0,1120,0.99644128113879,1120,0.99644128113879
enzyme,D00448,5339,hsa:38,P24752,-7.1563,4804,7294,0.6586235261859062,4803,6,0,4797,0.9987507807620237,4797,0.9987507807620237
enzyme,D00448,5339,hsa:4048,P09960,-9.4563,441,7294,0.060460652591170824,440,1,0,439,0.9977272727272727,439,0.9977272727272727
enzyme,D00449,5342,hsa:5743,P35354,-9.7075,250,7460,0.03351206434316354,249,0,0,249,1.0,249,1.0
enzyme,D00451,5358,hsa:22954,Q13049,-5.994,3296,7407,0.44498447414607806,3295,0,0,3295,1.0,3295,1.0
enzyme,D00452,5359,hsa:5742,P23219,-7.9492,493,7475,0.06595317725752509,492,0,0,492,1.0,492,1.0
enzyme,D00452,5359,hsa:5743,P35354,-7.6957,760,7475,0.10167224080267559,759,1,0,758,0.9986824769433466,758,0.9986824769433466
enzyme,D00454,135398745,hsa:1544,P05177,-8.4493,438,7403,0.059165203295961095,437,0,0,437,1.0,437,1.0
enzyme,D00454,135398745,hsa:1565,P10635,-7.6179,1537,7403,0.20761853302715116,1536,1,0,1535,0.9993489583333334,1535,0.9993489583333334
enzyme,D00459,54891,hsa:1636,P12821,-9.0406,538,7276,0.07394172622319956,537,0,0,537,1.0,537,1.0
enzyme,D00463,4614,hsa:5742,P23219,-7.0163,4170,7472,0.558083511777302,4169,1,0,4168,0.9997601343247782,4168,0.9997601343247782
enzyme,D00463,4614,hsa:5743,P35354,-8.9712,451,7472,0.06035867237687366,450,0,0,450,1.0,450,1.0
enzyme,D00475,4911,hsa:4942,P04181,-5.9622,2806,7410,0.3786774628879892,2805,0,0,2805,1.0,2805,1.0
enzyme,D00487,7550,hsa:43,P22303,-1.0447,3455,7620,0.45341207349081364,3454,0,0,3454,1.0,3454,1.0
enzyme,D00488,4993,hsa:1719,P00374,-7.5055,405,7475,0.05418060200668896,404,0,0,404,1.0,404,1.0
enzyme,D00494,4927,hsa:2147,P00734,-6.6512,1867,7535,0.2477770404777704,1866,0,0,1866,1.0,1866,1.0
enzyme,D00496,5852,hsa:834,P29466,-4.0042,4033,7420,0.5435309973045822,4032,0,0,4032,1.0,4032,1.0
enzyme,D00501,4740,hsa:10846,Q9Y233,-6.5682,1856,7475,0.2482943143812709,1855,21,0,1834,0.9886792452830189,1834,0.9886792452830189
enzyme,D00501,4740,hsa:10924,Q92484,-6.0976,3114,7475,0.4165886287625418,3113,28,0,3085,0.9910054609701253,3085,0.9910054609701253
enzyme,D00501,4740,hsa:1267,P09543,-6.8022,1319,7475,0.17645484949832776,1318,15,0,1303,0.988619119878604,1303,0.988619119878604
enzyme,D00501,4740,hsa:22978,P49902,-6.6348,1689,7475,0.2259531772575251,1688,20,0,1668,0.9881516587677726,1668,0.9881516587677726
enzyme,D00501,4740,hsa:306,P12429,-6.237,2710,7475,0.3625418060200669,2709,24,0,2685,0.991140642303433,2685,0.991140642303433
enzyme,D00501,4740,hsa:30833,Q8TCD5,-6.7965,1338,7475,0.17899665551839464,1337,16,0,1321,0.9880329094988781,1321,0.9880329094988781
enzyme,D00501,4740,hsa:339221,Q6UWV6,-7.1721,710,7475,0.09498327759197324,709,8,0,701,0.9887165021156559,701,0.9887165021156559
enzyme,D00501,4740,hsa:3612,P29218,-7.2354,622,7475,0.08321070234113713,621,7,0,614,0.9887278582930756,614,0.9887278582930756
enzyme,D00501,4740,hsa:4907,P21589,-7.956,77,7475,0.010301003344481606,76,1,0,75,0.9868421052631579,75,0.9868421052631579
enzyme,D00501,4740,hsa:51095,Q96Q11,-6.212,2784,7475,0.3724414715719064,2783,25,0,2758,0.9910168882500898,2758,0.9910168882500898
enzyme,D00501,4740,hsa:51251,Q9H0P0,-7.5198,299,7475,0.04,298,2,0,296,0.9932885906040269,296,0.9932885906040269
enzyme,D00501,4740,hsa:5138,O00408,-5.8698,3786,7475,0.5064882943143812,3785,31,0,3754,0.9918097754293262,3754,0.9918097754293262
enzyme,D00501,4740,hsa:5140,Q13370,-7.082,830,7475,0.11103678929765887,829,9,0,820,0.9891435464414958,820,0.9891435464414958
enzyme,D00501,4740,hsa:5141,P27815,-6.8745,1203,7475,0.16093645484949834,1202,14,0,1188,0.9883527454242929,1188,0.9883527454242929
enzyme,D00501,4740,hsa:5142,Q07343,-8.333,18,7475,0.0024080267558528427,17,0,0,17,1.0,17,1.0
enzyme,D00501,4740,hsa:5143,Q08493,-6.0686,3206,7475,0.4288963210702341,3205,29,0,3176,0.9909516380655227,3176,0.9909516380655227
enzyme,D00501,4740,hsa:5144,Q08499,-7.3612,451,7475,0.06033444816053512,450,4,0,446,0.9911111111111112,446,0.9911111111111112
enzyme,D00501,4740,hsa:5146,P51160,-7.0248,921,7475,0.12321070234113712,920,12,0,908,0.9869565217391304,908,0.9869565217391304
enzyme,D00501,4740,hsa:5147,O43924,-6.7437,1438,7475,0.19237458193979934,1437,18,0,1419,0.9874739039665971,1419,0.9874739039665971
enzyme,D00501,4740,hsa:5148,P18545,-3.8495,7251,7475,0.9700334448160535,7250,33,0,7217,0.995448275862069,7217,0.995448275862069
enzyme,D00501,4740,hsa:5151,O60658,-7.3127,512,7475,0.06849498327759197,511,6,0,505,0.9882583170254403,505,0.9882583170254403
enzyme,D00501,4740,hsa:5152,O76083,-6.9206,1117,7475,0.1494314381270903,1116,13,0,1103,0.9883512544802867,1103,0.9883512544802867
enzyme,D00501,4740,hsa:5168,Q13822,-7.0319,909,7475,0.12160535117056856,908,10,0,898,0.9889867841409692,898,0.9889867841409692
enzyme,D00501,4740,hsa:5169,O14638,-6.6691,1614,7475,0.21591973244147158,1613,19,0,1594,0.9882207067575945,1594,0.9882207067575945
enzyme,D00501,4740,hsa:5330,Q00722,-7.4151,390,7475,0.05217391304347826,389,3,0,386,0.9922879177377892,386,0.9922879177377892
enzyme,D00501,4740,hsa:5331,Q01970,-7.3297,491,7475,0.06568561872909699,490,5,0,485,0.9897959183673469,485,0.9897959183673469
enzyme,D00501,4740,hsa:5335,P19174,-6.2011,2811,7475,0.37605351170568563,2810,26,0,2784,0.9907473309608541,2784,0.9907473309608541
enzyme,D00501,4740,hsa:5336,P16885,-5.3302,5559,7475,0.7436789297658863,5558,32,0,5526,0.9942425332853544,5526,0.9942425332853544
enzyme,D00501,4740,hsa:5337,Q13393,-6.412,2242,7475,0.299933110367893,2241,22,0,2219,0.9901829540383758,2219,0.9901829540383758
enzyme,D00501,4740,hsa:5338,O14939,-6.79,1351,7475,0.18073578595317727,1350,17,0,1333,0.9874074074074074,1333,0.9874074074074074
enzyme,D00501,4740,hsa:55512,Q9NY59,-5.8961,3700,7475,0.49498327759197325,3699,30,0,3669,0.991889699918897,3669,0.991889699918897
enzyme,D00501,4740,hsa:55775,Q9NUW8,-6.4052,2259,7475,0.3022073578595318,2258,23,0,2235,0.9898139946855624,2235,0.9898139946855624
enzyme,D00501,4740,hsa:6609,P17405,-6.1243,3025,7475,0.40468227424749165,3024,27,0,2997,0.9910714285714286,2997,0.9910714285714286
enzyme,D00501,4740,hsa:8654,O76074,-7.0248,920,7475,0.12307692307692308,919,11,0,908,0.9880304678998912,908,0.9880304678998912
enzyme,D00503,4748,hsa:1565,P10635,-8.2241,467,7388,0.06321061180292366,466,0,0,466,1.0,466,1.0
enzyme,D00503,4748,hsa:1576,P08684,-7.9732,699,7388,0.09461288576069302,698,1,0,697,0.998567335243553,697,0.998567335243553
enzyme,D00505,61100,hsa:4128,P21397,-8.3008,389,6638,0.05860198855076831,388,0,0,388,1.0,388,1.0
enzyme,D00505,61100,hsa:4129,P27338,-8.2595,431,6638,0.06492919554082555,430,1,0,429,0.9976744186046511,429,0.9976744186046511
enzyme,D00510,4781,hsa:239,P18054,-8.5832,222,7532,0.02947424322889007,221,0,0,221,1.0,221,1.0
enzyme,D00510,4781,hsa:240,P09917,-6.766,2926,7532,0.38847583643122674,2925,6,0,2919,0.997948717948718,2919,0.997948717948718
enzyme,D00510,4781,hsa:247,O15296,-8.4855,270,7532,0.035847052575677114,269,2,0,267,0.9925650557620818,267,0.9925650557620818
enzyme,D00510,4781,hsa:3906,P00709,-5.5439,6299,7532,0.8362984599044079,6298,7,0,6291,0.9988885360431883,6291,0.9988885360431883
enzyme,D00510,4781,hsa:4048,P09960,-7.9224,708,7532,0.09399893786510886,707,3,0,704,0.9957567185289957,704,0.9957567185289957
enzyme,D00510,4781,hsa:5740,Q16647,-7.8605,771,7532,0.10236325013276686,770,4,0,766,0.9948051948051948,766,0.9948051948051948
enzyme,D00510,4781,hsa:5742,P23219,-7.2487,1762,7532,0.233935209771641,1761,5,0,1756,0.997160704145372,1756,0.997160704145372
enzyme,D00510,4781,hsa:5743,P35354,-8.5073,256,7532,0.033988316516197555,255,1,0,254,0.996078431372549,254,0.996078431372549
enzyme,D00512,1775,hsa:1557,P33261,-8.388,785,7534,0.10419431908680647,784,0,0,784,1.0,784,1.0
enzyme,D00512,1775,hsa:1559,P11712,-7.9087,1523,7534,0.20215025219007168,1522,1,0,1521,0.9993429697766097,1521,0.9993429697766097
enzyme,D00513,4828,hsa:22954,Q13049,-5.5599,4820,7475,0.6448160535117057,4819,0,0,4819,1.0,4819,1.0
enzyme,D00518,3038,hsa:23632,Q9ULX7,-7.44,97,7410,0.013090418353576248,96,1,0,95,0.9895833333333334,95,0.9895833333333334
enzyme,D00518,3038,hsa:377677,Q8N1Q1,-5.8135,3023,7410,0.40796221322537113,3022,8,0,3014,0.9973527465254798,3014,0.9973527465254798
enzyme,D00518,3038,hsa:759,P00915,-5.7043,3397,7410,0.4584345479082321,3396,9,0,3387,0.9973498233215548,3387,0.9973498233215548
enzyme,D00518,3038,hsa:760,P00918,-6.4722,1138,7410,0.1535762483130904,1137,3,0,1134,0.9973614775725593,1134,0.9973614775725593
enzyme,D00518,3038,hsa:761,P07451,-5.9617,2524,7410,0.3406207827260459,2523,7,0,2516,0.9972255251684503,2516,0.9972255251684503
enzyme,D00518,3038,hsa:762,P22748,-5.5503,3974,7410,0.536302294197031,3973,10,0,3963,0.9974830103196577,3963,0.9974830103196577
enzyme,D00518,3038,hsa:765,P23280,-6.0803,2170,7410,0.29284750337381915,2169,6,0,2163,0.9972337482710927,2163,0.9972337482710927
enzyme,D00518,3038,hsa:766,P43166,-7.3154,155,7410,0.020917678812415654,154,2,0,152,0.987012987012987,152,0.987012987012987
enzyme,D00518,3038,hsa:767,P35219,-6.4535,1190,7410,0.16059379217273953,1189,5,0,1184,0.9957947855340622,1184,0.9957947855340622
enzyme,D00518,3038,hsa:768,Q16790,-6.4608,1167,7410,0.15748987854251012,1166,4,0,1162,0.9965694682675815,1162,0.9965694682675815
enzyme,D00518,3038,hsa:771,O43570,-7.9269,18,7410,0.0024291497975708503,17,0,0,17,1.0,17,1.0
enzyme,D00519,2720,hsa:23632,Q9ULX7,-7.6514,323,7331,0.04405947346883099,322,1,0,321,0.9968944099378882,321,0.9968944099378882
enzyme,D00519,2720,hsa:377677,Q8N1Q1,-6.1308,3311,7331,0.45164370481516847,3310,9,0,3301,0.9972809667673715,3301,0.9972809667673715
enzyme,D00519,2720,hsa:759,P00915,-6.9969,1130,7331,0.15413995362160687,1129,3,0,1126,0.9973427812223207,1126,0.9973427812223207
enzyme,D00519,2720,hsa:760,P00918,-6.5327,2141,7331,0.2920474696494339,2140,7,0,2133,0.9967289719626168,2133,0.9967289719626168
enzyme,D00519,2720,hsa:761,P07451,-6.5527,2086,7331,0.2845450825262584,2085,6,0,2079,0.9971223021582734,2079,0.9971223021582734
enzyme,D00519,2720,hsa:762,P22748,-5.9568,3851,7331,0.5253035056608921,3850,10,0,3840,0.9974025974025974,3840,0.9974025974025974
enzyme,D00519,2720,hsa:765,P23280,-6.4132,2493,7331,0.3400627472377575,2492,8,0,2484,0.9967897271268058,2484,0.9967897271268058
enzyme,D00519,2720,hsa:766,P43166,-7.0491,1030,7331,0.1404992497612877,1029,2,0,1027,0.9980563654033042,1027,0.9980563654033042
enzyme,D00519,2720,hsa:767,P35219,-6.7768,1561,7331,0.2129313872595826,1560,4,0,1556,0.9974358974358974,1556,0.9974358974358974
enzyme,D00519,2720,hsa:768,Q16790,-6.7381,1636,7331,0.22316191515482198,1635,5,0,1630,0.9969418960244648,1630,0.9969418960244648
enzyme,D00519,2720,hsa:771,O43570,-8.2464,56,7331,0.0076387941617787475,55,0,0,55,1.0,55,1.0
enzyme,D00521,5405,hsa:1565,P10635,-9.9483,383,7515,0.0509647371922821,382,0,0,382,1.0,382,1.0
enzyme,D00521,5405,hsa:1576,P08684,-8.2346,2280,7515,0.3033932135728543,2279,1,0,2278,0.9995612110574813,2278,0.9995612110574813
enzyme,D00528,2519,hsa:10846,Q9Y233,-6.1758,794,7544,0.1052492046659597,793,15,0,778,0.9810844892812106,778,0.9810844892812106
enzyme,D00528,2519,hsa:10858,Q9Y6A2,-5.9929,1218,7544,0.1614528101802757,1217,25,0,1192,0.9794576828266228,1192,0.9794576828266228
enzyme,D00528,2519,hsa:10924,Q92484,-5.928,1383,7544,0.18332449628844114,1382,30,0,1352,0.9782923299565847,1352,0.9782923299565847
enzyme,D00528,2519,hsa:1267,P09543,-5.8336,1651,7544,0.2188494167550371,1650,32,0,1618,0.9806060606060606,1618,0.9806060606060606
enzyme,D00528,2519,hsa:1543,P04798,-7.414,9,7544,0.0011930010604453872,8,1,0,7,0.875,7,0.875
enzyme,D00528,2519,hsa:1544,P05177,-7.3846,10,7544,0.001325556733828208,9,2,0,7,0.7777777777777778,7,0.7777777777777778
enzyme,D00528,2519,hsa:1545,Q16678,-7.9814,1,7544,0.0001325556733828208,0,0,0,0,0.0,0,0.0
enzyme,D00528,2519,hsa:1548,P11509,-6.1788,789,7544,0.1045864262990456,788,14,0,774,0.9822335025380711,774,0.9822335025380711
enzyme,D00528,2519,hsa:1551,P24462,-6.0626,1067,7544,0.14143690349946977,1066,21,0,1045,0.9803001876172608,1045,0.9803001876172608
enzyme,D00528,2519,hsa:1553,Q16696,-6.1795,785,7544,0.10405620360551432,784,13,0,771,0.9834183673469388,771,0.9834183673469388
enzyme,D00528,2519,hsa:1555,P20813,-5.7943,1757,7544,0.2329003181336161,1756,34,0,1722,0.9806378132118451,1722,0.9806378132118451
enzyme,D00528,2519,hsa:1557,P33261,-6.6329,207,7544,0.027439024390243903,206,4,0,202,0.9805825242718447,202,0.9805825242718447
enzyme,D00528,2519,hsa:1558,P10632,-6.0451,1098,7544,0.14554612937433722,1097,22,0,1075,0.9799453053783045,1075,0.9799453053783045
enzyme,D00528,2519,hsa:1559,P11712,-5.8719,1552,7544,0.20572640509013787,1551,31,0,1520,0.9800128949065119,1520,0.9800128949065119
enzyme,D00528,2519,hsa:1562,P33260,-3.2496,7321,7544,0.9704400848356309,7320,53,0,7267,0.9927595628415301,7267,0.9927595628415301
enzyme,D00528,2519,hsa:1565,P10635,-6.5923,241,7544,0.031945917285259806,240,7,0,233,0.9708333333333333,233,0.9708333333333333
enzyme,D00528,2519,hsa:1571,P05181,-6.5002,324,7544,0.04294803817603393,323,8,0,315,0.9752321981424149,315,0.9752321981424149
enzyme,D00528,2519,hsa:1576,P08684,-5.7045,1970,7544,0.26113467656415695,1969,36,0,1933,0.9817166074149314,1933,0.9817166074149314
enzyme,D00528,2519,hsa:1577,P20815,-5.5441,2475,7544,0.32807529162248145,2474,40,0,2434,0.9838318512530315,2434,0.9838318512530315
enzyme,D00528,2519,hsa:1581,P22680,-5.9685,1269,7544,0.1682131495227996,1268,26,0,1242,0.9794952681388013,1242,0.9794952681388013
enzyme,D00528,2519,hsa:1582,Q9UNU6,-6.0649,1057,7544,0.14011134676564158,1056,20,0,1036,0.9810606060606061,1036,0.9810606060606061
enzyme,D00528,2519,hsa:1583,P05108,-5.999,1203,7544,0.1594644750795334,1202,24,0,1178,0.9800332778702163,1178,0.9800332778702163
enzyme,D00528,2519,hsa:1584,P15538,-6.1236,896,7544,0.11876988335100742,895,17,0,878,0.9810055865921787,878,0.9810055865921787
enzyme,D00528,2519,hsa:1585,P19099,-6.095,973,7544,0.12897667020148462,972,19,0,953,0.9804526748971193,953,0.9804526748971193
enzyme,D00528,2519,hsa:1586,P05093,-5.9457,1325,7544,0.17563626723223755,1324,27,0,1297,0.979607250755287,1297,0.979607250755287
enzyme,D00528,2519,hsa:1588,P11511,-5.8264,1665,7544,0.22070519618239662,1664,33,0,1631,0.9801682692307693,1631,0.9801682692307693
enzyme,D00528,2519,hsa:1589,P08686,-6.2164,717,7544,0.0950424178154825,716,11,0,705,0.9846368715083799,705,0.9846368715083799
enzyme,D00528,2519,hsa:1595,Q16850,-6.1079,939,7544,0.12446977730646872,938,18,0,920,0.9808102345415778,920,0.9808102345415778
enzyme,D00528,2519,hsa:306,P12429,-5.1968,3677,7544,0.48740721102863205,3676,50,0,3626,0.9863982589771491,3626,0.9863982589771491
enzyme,D00528,2519,hsa:339221,Q6UWV6,-5.7614,1824,7544,0.2417815482502651,1823,35,0,1788,0.9808008776741635,1788,0.9808008776741635
enzyme,D00528,2519,hsa:51095,Q96Q11,-5.568,2398,7544,0.31786850477200423,2397,39,0,2358,0.983729662077597,2358,0.983729662077597
enzyme,D00528,2519,hsa:5138,O00408,-5.2249,3569,7544,0.4730911983032874,3568,49,0,3519,0.9862668161434978,3519,0.9862668161434978
enzyme,D00528,2519,hsa:5140,Q13370,-6.1672,815,7544,0.10803287380699894,814,16,0,798,0.9803439803439803,798,0.9803439803439803
enzyme,D00528,2519,hsa:5141,P27815,-5.6601,2107,7544,0.2792948038176034,2106,38,0,2068,0.9819563152896487,2068,0.9819563152896487
enzyme,D00528,2519,hsa:5142,Q07343,-6.6406,202,7544,0.0267762460233298,201,3,0,198,0.9850746268656716,198,0.9850746268656716
enzyme,D00528,2519,hsa:5143,Q08493,-5.1113,3979,7544,0.5274390243902439,3978,51,0,3927,0.9871794871794872,3927,0.9871794871794872
enzyme,D00528,2519,hsa:5144,Q08499,-6.6095,226,7544,0.0299575821845175,225,6,0,219,0.9733333333333334,219,0.9733333333333334
enzyme,D00528,2519,hsa:5146,P51160,-5.9344,1365,7544,0.18093849416755037,1364,29,0,1335,0.9787390029325513,1335,0.9787390029325513
enzyme,D00528,2519,hsa:5147,O43924,-5.3643,3059,7544,0.4054878048780488,3058,47,0,3011,0.9846304774362329,3011,0.9846304774362329
enzyme,D00528,2519,hsa:5148,P18545,-2.9953,7405,7544,0.9815747613997879,7404,54,0,7350,0.9927066450567261,7350,0.9927066450567261
enzyme,D00528,2519,hsa:5151,O60658,-6.6322,208,7544,0.027571580063626724,207,5,0,202,0.9758454106280193,202,0.9758454106280193
enzyme,D00528,2519,hsa:5152,O76083,-5.3942,2949,7544,0.3909066808059385,2948,45,0,2903,0.9847354138398915,2903,0.9847354138398915
enzyme,D00528,2519,hsa:5168,Q13822,-6.0385,1110,7544,0.14713679745493108,1109,23,0,1086,0.9792605951307484,1086,0.9792605951307484
enzyme,D00528,2519,hsa:5169,O14638,-6.2012,746,7544,0.0988865323435843,745,12,0,733,0.9838926174496644,733,0.9838926174496644
enzyme,D00528,2519,hsa:5330,Q00722,-6.4085,439,7544,0.05819194061505832,438,9,0,429,0.9794520547945206,429,0.9794520547945206
enzyme,D00528,2519,hsa:5331,Q01970,-6.2367,681,7544,0.09027041357370096,680,10,0,670,0.9852941176470589,670,0.9852941176470589
enzyme,D00528,2519,hsa:5335,P19174,-5.2507,3466,7544,0.45943796394485686,3465,48,0,3417,0.9861471861471861,3417,0.9861471861471861
enzyme,D00528,2519,hsa:5336,P16885,-4.7247,5310,7544,0.7038706256627784,5309,52,0,5257,0.99020531173479,5257,0.99020531173479
enzyme,D00528,2519,hsa:5337,Q13393,-5.4346,2815,7544,0.3731442205726405,2814,44,0,2770,0.984363894811656,2770,0.984363894811656
enzyme,D00528,2519,hsa:5338,O14939,-5.4436,2791,7544,0.3699628844114528,2790,43,0,2747,0.9845878136200716,2747,0.9845878136200716
enzyme,D00528,2519,hsa:55512,Q9NY59,-5.3902,2963,7544,0.39276246023329797,2962,46,0,2916,0.9844699527346388,2916,0.9844699527346388
enzyme,D00528,2519,hsa:55775,Q9NUW8,-5.4722,2700,7544,0.3579003181336161,2699,42,0,2657,0.9844386809929604,2657,0.9844386809929604
enzyme,D00528,2519,hsa:5740,Q16647,-5.5414,2480,7544,0.32873806998939553,2479,41,0,2438,0.9834610730133119,2438,0.9834610730133119
enzyme,D00528,2519,hsa:6609,P17405,-5.6975,1993,7544,0.26418345705196183,1992,37,0,1955,0.981425702811245,1955,0.981425702811245
enzyme,D00528,2519,hsa:8654,O76074,-5.9344,1364,7544,0.18080593849416754,1363,28,0,1335,0.979457079970653,1335,0.979457079970653
enzyme,D00533,34312,hsa:1557,P33261,-9.1469,335,7474,0.04482204977254482,334,0,0,334,1.0,334,1.0
enzyme,D00536,3331,hsa:1557,P33261,-6.6339,1890,7534,0.25086275550836207,1889,0,0,1889,1.0,1889,1.0
enzyme,D00537,5284627,hsa:760,P00918,-7.8634,340,7471,0.045509302636862536,339,0,0,339,1.0,339,1.0
enzyme,D00537,5284627,hsa:762,P22748,-6.5967,2687,7471,0.35965734172132247,2686,1,0,2685,0.9996276991809382,2685,0.9996276991809382
enzyme,D00538,5734,hsa:23632,Q9ULX7,-6.79,1056,7417,0.14237562356748013,1055,3,0,1052,0.9971563981042654,1052,0.9971563981042654
enzyme,D00538,5734,hsa:377677,Q8N1Q1,-6.0628,3008,7417,0.4055548065255494,3007,7,0,3000,0.9976720984369803,3000,0.9976720984369803
enzyme,D00538,5734,hsa:759,P00915,-6.0214,3154,7417,0.4252393150869624,3153,8,0,3145,0.9974627339042182,3145,0.9974627339042182
enzyme,D00538,5734,hsa:760,P00918,-7.0244,649,7417,0.08750168531751382,648,0,0,648,1.0,648,1.0
enzyme,D00538,5734,hsa:761,P07451,-6.7571,1119,7417,0.15086962383713093,1118,4,0,1114,0.9964221824686941,1114,0.9964221824686941
enzyme,D00538,5734,hsa:762,P22748,-5.6586,4315,7417,0.5817716057705272,4314,10,0,4304,0.9976819656930923,4304,0.9976819656930923
enzyme,D00538,5734,hsa:765,P23280,-5.8834,3570,7417,0.4813266819468788,3569,9,0,3560,0.9974782852339591,3560,0.9974782852339591
enzyme,D00538,5734,hsa:766,P43166,-6.7126,1218,7417,0.1642173385465822,1217,5,0,1212,0.9958915365653246,1212,0.9958915365653246
enzyme,D00538,5734,hsa:767,P35219,-6.559,1560,7417,0.21032762572468652,1559,6,0,1553,0.9961513790891597,1553,0.9961513790891597
enzyme,D00538,5734,hsa:768,Q16790,-6.8013,1027,7417,0.13846568693541864,1026,2,0,1024,0.9980506822612085,1024,0.9980506822612085
enzyme,D00538,5734,hsa:771,O43570,-6.8219,983,7417,0.13253336928677362,982,1,0,981,0.9989816700610998,981,0.9989816700610998
enzyme,D00542,3562,hsa:10858,Q9Y6A2,-4.3098,1676,7545,0.22213386348575215,1675,16,0,1659,0.9904477611940299,1659,0.9904477611940299
enzyme,D00542,3562,hsa:1543,P04798,-4.9757,134,7545,0.017760106030483763,133,1,0,132,0.9924812030075187,132,0.9924812030075187
enzyme,D00542,3562,hsa:1544,P05177,-4.9265,166,7545,0.02200132538104705,165,2,0,163,0.9878787878787879,163,0.9878787878787879
enzyme,D00542,3562,hsa:1545,Q16678,-4.8825,214,7545,0.02836315440689198,213,4,0,209,0.9812206572769953,209,0.9812206572769953
enzyme,D00542,3562,hsa:1548,P11509,-4.5976,693,7545,0.09184890656063618,692,7,0,685,0.9898843930635838,685,0.9898843930635838
enzyme,D00542,3562,hsa:1551,P24462,-4.3721,1405,7545,0.1862160371106693,1404,14,0,1390,0.99002849002849,1390,0.99002849002849
enzyme,D00542,3562,hsa:1553,Q16696,-4.6974,485,7545,0.06428098078197482,484,6,0,478,0.987603305785124,478,0.987603305785124
enzyme,D00542,3562,hsa:1555,P20813,-4.8928,199,7545,0.02637508283631544,198,3,0,195,0.9848484848484849,195,0.9848484848484849
enzyme,D00542,3562,hsa:1557,P33261,-4.1868,2279,7545,0.3020543406229291,2278,18,0,2260,0.9920983318700615,2260,0.9920983318700615
enzyme,D00542,3562,hsa:1558,P10632,-4.4514,1125,7545,0.14910536779324055,1124,12,0,1112,0.9893238434163701,1112,0.9893238434163701
enzyme,D00542,3562,hsa:1559,P11712,-3.9159,3828,7545,0.5073558648111332,3827,23,0,3804,0.9939900705513457,3804,0.9939900705513457
enzyme,D00542,3562,hsa:1562,P33260,-2.2981,7343,7545,0.9732273028495693,7342,24,0,7318,0.9967311359302642,7318,0.9967311359302642
enzyme,D00542,3562,hsa:1565,P10635,-4.3901,1336,7545,0.17707090788601723,1335,13,0,1322,0.9902621722846442,1322,0.9902621722846442
enzyme,D00542,3562,hsa:1576,P08684,-4.779,327,7545,0.043339960238568585,326,5,0,321,0.9846625766871165,321,0.9846625766871165
enzyme,D00542,3562,hsa:1577,P20815,-4.5873,714,7545,0.09463220675944334,713,8,0,705,0.9887798036465638,705,0.9887798036465638
enzyme,D00542,3562,hsa:1581,P22680,-4.2703,1870,7545,0.24784625579854208,1869,17,0,1852,0.990904226859283,1852,0.990904226859283
enzyme,D00542,3562,hsa:1582,Q9UNU6,-4.1227,2629,7545,0.34844267726971506,2628,20,0,2608,0.9923896499238964,2608,0.9923896499238964
enzyme,D00542,3562,hsa:1583,P05108,-4.3197,1637,7545,0.21696487740225315,1636,15,0,1621,0.9908312958435208,1621,0.9908312958435208
enzyme,D00542,3562,hsa:1584,P15538,-4.1799,2320,7545,0.3074884029158383,2319,19,0,2300,0.9918068132815869,2300,0.9918068132815869
enzyme,D00542,3562,hsa:1585,P19099,-5.0618,76,7545,0.010072895957587806,75,0,0,75,1.0,75,1.0
enzyme,D00542,3562,hsa:1586,P05093,-3.961,3539,7545,0.4690523525513585,3538,22,0,3516,0.9937817976257772,3516,0.9937817976257772
enzyme,D00542,3562,hsa:1588,P11511,-4.5752,754,7545,0.09993373094764745,753,9,0,744,0.9880478087649402,744,0.9880478087649402
enzyme,D00542,3562,hsa:1589,P08686,-4.5099,917,7545,0.1215374420145792,916,10,0,906,0.9890829694323144,906,0.9890829694323144
enzyme,D00542,3562,hsa:1595,Q16850,-4.497,948,7545,0.12564612326043736,947,11,0,936,0.9883843717001056,936,0.9883843717001056
enzyme,D00542,3562,hsa:5740,Q16647,-4.0503,3037,7545,0.40251822398939696,3036,21,0,3015,0.9930830039525692,3015,0.9930830039525692
enzyme,D00543,3226,hsa:1571,P05181,-5.5639,487,7543,0.06456317115206152,486,0,0,486,1.0,486,1.0
enzyme,D00544,4116,hsa:1571,P05181,-4.7032,538,7545,0.07130550033134526,537,0,0,537,1.0,537,1.0
enzyme,D00547,5206,hsa:1571,P05181,-5.9093,368,7582,0.048536006330783435,367,0,0,367,1.0,367,1.0
enzyme,D00550,4192,hsa:1576,P08684,-10.2016,29,7406,0.003915743991358358,28,0,0,28,1.0,28,1.0
enzyme,D00560,16362,hsa:2147,P00734,-9.5276,1497,7375,0.20298305084745763,1496,0,0,1496,1.0,1496,1.0
enzyme,D00562,657298,hsa:4353,P05164,-5.8945,493,7480,0.0659090909090909,492,0,0,492,1.0,492,1.0
