reason,category,kegg_drug,pubchem_cid,ligand_title,kegg_target,target_uniprots
missing_ligand_affinity_file,enzyme,D01061,60837,Camptosar,hsa:116447,E5KMK7;Q969P6
missing_ligand_affinity_file,enzyme,D01061,60837,Camptosar,hsa:7150,P11387;Q9BVT2
missing_ligand_affinity_file,enzyme,D01061,60837,Camptosar,hsa:7156,Q13472
missing_ligand_affinity_file,enzyme,D01061,60837,Camptosar,hsa:8940,O95985
missing_ligand_affinity_file,enzyme,D01069,56329,Cilazapril Monohydrate,hsa:1636,B4DKH4;P12821
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1549,P20853
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1572,P24903
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1573,P51589
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1579,Q02928
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1580,P13584
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1593,Q02318
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:1594,O15528
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:199974,Q86W10
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:260293,Q8N118
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:284541,Q5TCH4
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:29785,Q96SQ9
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:4051,Q08477
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:51004,Q9Y2Z9
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:51302,Q9NYL5
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:64816,Q9HB55
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:8529,P78329
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:9023,O95992
missing_uniprot_affinity_for_target,enzyme,D01071,3608,Hexobarbital,hsa:9420,O75881;Q05C57
missing_uniprot_affinity_for_target,enzyme,D01133,4823,Pimobendan,hsa:27115,Q9NP56
missing_uniprot_affinity_for_target,enzyme,D01133,4823,Pimobendan,hsa:50940,Q9HCR9
missing_uniprot_affinity_for_target,enzyme,D01133,4823,Pimobendan,hsa:5136,P54750
missing_uniprot_affinity_for_target,enzyme,D01133,4823,Pimobendan,hsa:5137,Q14123
missing_uniprot_affinity_for_target,enzyme,D01133,4823,Pimobendan,hsa:5149,Q13956
missing_uniprot_affinity_for_target,enzyme,D01133,4823,Pimobendan,hsa:8622,B3KN77;O95263
missing_uniprot_affinity_for_target,enzyme,D01180,656583,Trilostane,hsa:3283,P14060
missing_uniprot_affinity_for_target,enzyme,D01196,13290219,Acetazolamide Sodium,hsa:11238,Q9Y2D0
missing_uniprot_affinity_for_target,enzyme,D01196,13290219,Acetazolamide Sodium,hsa:763,P35218
missing_uniprot_affinity_for_target,enzyme,D01198,60790,Toborinone,hsa:27115,Q9NP56
missing_uniprot_affinity_for_target,enzyme,D01198,60790,Toborinone,hsa:50940,Q9HCR9
missing_uniprot_affinity_for_target,enzyme,D01198,60790,Toborinone,hsa:5136,P54750
missing_uniprot_affinity_for_target,enzyme,D01198,60790,Toborinone,hsa:5137,Q14123
missing_uniprot_affinity_for_target,enzyme,D01198,60790,Toborinone,hsa:5149,Q13956
missing_uniprot_affinity_for_target,enzyme,D01198,60790,Toborinone,hsa:8622,B3KN77;O95263
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:13,P22760
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:25796,A0A0K0K1K7;O95336
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:26279,Q9UNK4
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:3990,A6H8L5;P11150
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:3991,A8K8W7;Q05469
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:50487,Q9NZ20
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:5050,A0A024R0L6;Q15102
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:5051,Q99487
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:51365,Q53H76
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:5322,P39877
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:64600,Q9BZM2
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:80339,Q9NST1
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:81579,Q542Y6;Q9BZM1
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:8398,O60733
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:9388,Q9Y5X9
missing_uniprot_affinity_for_target,enzyme,D01223,185462,Bosentan Monohydrate,hsa:9563,O95479
missing_uniprot_affinity_for_target,enzyme,D01240,63030,Promethazine Teoclate,hsa:476,P05023
missing_uniprot_affinity_for_target,enzyme,D01275,158550,Atazanavir Sulfate,hsa:7153,P11388
missing_uniprot_affinity_for_target,enzyme,D01275,158550,Atazanavir Sulfate,hsa:7155,Q02880
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:10720,O75310
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:10941,P0DTE4
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54490,Q9BY64
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54575,Q5DT02;Q9HAW8
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54576,Q5DSZ6;Q9HAW9
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54577,Q5DSZ7;Q9HAW7
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54578,P19224;Q5DSZ8
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54579,P35504;Q5DSZ9
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54600,O60656;Q5DSZ5
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54657,P22310
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54658,P22309;Q5DT03
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:54659,P35503;Q5DT01
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:7363,P06133
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:7364,P16662
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:7365,P36537
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:7366,P54855
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:7367,O75795
missing_ligand_affinity_file,enzyme,D01276,117965,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-",hsa:79799,Q6UWM9
missing_uniprot_affinity_for_target,enzyme,D01332,2329,4-((2-(Benzoylamino)-3-(4-hydroxyphenyl)-1-oxopropyl)amino)benzoic acid,hsa:242,O75342
missing_uniprot_affinity_for_target,enzyme,D01332,2329,4-((2-(Benzoylamino)-3-(4-hydroxyphenyl)-1-oxopropyl)amino)benzoic acid,hsa:246,P16050
missing_uniprot_affinity_for_target,enzyme,D01332,2329,4-((2-(Benzoylamino)-3-(4-hydroxyphenyl)-1-oxopropyl)amino)benzoic acid,hsa:27115,Q9NP56
missing_ligand_affinity_file,enzyme,D01346,19648,Streptomycin Sulfate,hsa:11330,Q99895
missing_ligand_affinity_file,enzyme,D01346,19648,Streptomycin Sulfate,hsa:1504,P17538
missing_ligand_affinity_file,enzyme,D01346,19648,Streptomycin Sulfate,hsa:279,P04746;Q53F26
missing_ligand_affinity_file,enzyme,D01346,19648,Streptomycin Sulfate,hsa:5406,P16233
missing_uniprot_affinity_for_target,enzyme,D01364,9878,Fluorometholone,hsa:246,P16050
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:1548,P11509
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:1549,P20853
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:1572,P24903
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:1573,P51589
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:1580,P13584
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:199974,Q86W10
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:260293,Q8N118
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:29785,Q96SQ9
missing_uniprot_affinity_for_target,enzyme,D01425,151114,Exatecan Mesylate,hsa:64816,Q9HB55
missing_uniprot_affinity_for_target,enzyme,D01432,123596,Imatinib Mesylate,hsa:116447,E5KMK7;Q969P6
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:10188,Q07912
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:10461,Q12866
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:130399,Q8NER5
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:1436,P07333
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:1445,A8K3B6;B2R6Q4;P41240
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:1956,F2YGG7;F6QWY5;P00533;Q504U8
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:1969,P29317
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2041,P21709
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2042,A0A140VJJ0;P29320;Q6P4R6
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2043,P54764
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2044,A0A087WX63;A0A384MU00;B7ZKJ3;P54756;Q59FT4
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2045,Q15375
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2046,P29322
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2047,P54762
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2048,F6TUL7;P29323;Q4LE53;Q6NVW1
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2049,P54753
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2050,F6RDZ0;P54760;Q96L35
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2051,
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2064,P04626;X5DNK3
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2065,P21860
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2066,Q15303
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2185,Q14289
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2241,P16591;W0S0X4
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2242,P07332
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2260,P11362
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2261,P22607;Q0IJ44
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2263,P21802
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2264,P22455
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2321,P17948
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2322,P36888
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2324,P35916
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:238,B6D4Y2;Q9UM73
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:25,P00519;Q59FK4
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:2534,P06241
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:285220,Q9UF33
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:29941,Q6P5Z2
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3055,P08631
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3480,P08069
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3643,P06213
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3645,P14616
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3702,Q08881
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3716,P23458;Q6P669
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3717,O60674
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3718,P52333
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3791,P35968
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3815,P10721
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:3932,A0A0S2Z3Y8;P06239
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4058,P29376
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4067,A8K379;P07948;Q6NUK7
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4145,F1T0G6;P42679
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4233,P08581
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4486,Q04912
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4593,O15146
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4914,P04629
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4915,Q16620;Q548C2;Q5VWE5
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4916,Q16288;X5D2R1
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4919,Q01973
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4920,Q01974
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:4921,Q16832
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5156,P16234
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5159,P09619;Q59F04
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:55359,Q6J9G0
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:558,P30530
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5604,A4QPA9;Q02750
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5605,P36507
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5606,P46734;Q6FI23
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5607,Q13163
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5608,A8K3Y2;P52564
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5747,Q05397
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5754,Q13308
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:5979,P07949
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6098,P08922
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:613,P11274
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6259,P34925;Q59FQ5;Q8WTZ8
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6416,P45985
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:657,P36894
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:658,O00238
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:660,P51813
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6714,P12931
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:6725,Q9H3Y6
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:695,A0A8Q3WKL1;Q06187;Q5JY90
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7006,P42680
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7010,Q02763;Q59HG2
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7046,B4DXN7;P36897;Q5T7S2
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7075,P35590
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7294,P42681
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7297,P29597
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7301,Q06418
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7525,P07947
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:7535,P43403
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:780,Q08345
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:90,D3DPA4;Q04771
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:9088,Q99640
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:91,P36896
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:93,Q13705
missing_ligand_affinity_file,enzyme,D01441,5282418,Trifluoperazine dimaleate,hsa:94,A0A0S2Z310;P37023
missing_uniprot_affinity_for_target,enzyme,D01665,5362115,Delapril Hydrochloride,hsa:2595,Q8TET4
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:27115,Q9NP56
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:50940,Q9HCR9
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5136,P54750
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5137,Q14123
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5138,O00408;Q8IW54
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:5149,Q13956
missing_uniprot_affinity_for_target,enzyme,D01690,71764,Alfuzosin Hydrochloride,hsa:8622,B3KN77;O95263
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:10846,Q9Y233
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:27115,Q9NP56
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:50940,Q9HCR9
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5136,P54750
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5137,Q14123
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5138,O00408;Q8IW54
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5140,A7E2E5;Q13370
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5141,P27815
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5142,Q07343;X5DNX5
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5143,F6R4I1;O43849;Q08493;Q32MM7
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5144,A0A140VJR0;Q08499
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5147,O43924;Q6IB24
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5148,P18545
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5149,Q13956
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5150,Q13946
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5151,O60658
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:5152,A0A0S2Z4T6;O76083
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:8622,B3KN77;O95263
missing_ligand_affinity_file,enzyme,D01704,23674745,Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate,hsa:8654,O76074
missing_uniprot_affinity_for_target,enzyme,D01712,157313,Epinastine Hydrochloride,hsa:27115,Q9NP56
missing_uniprot_affinity_for_target,enzyme,D01712,157313,Epinastine Hydrochloride,hsa:50940,Q9HCR9
missing_uniprot_affinity_for_target,enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5136,P54750
missing_uniprot_affinity_for_target,enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5137,Q14123
missing_uniprot_affinity_for_target,enzyme,D01712,157313,Epinastine Hydrochloride,hsa:5149,Q13956
missing_uniprot_affinity_for_target,enzyme,D01712,157313,Epinastine Hydrochloride,hsa:8622,B3KN77;O95263
missing_ligand_affinity_file,enzyme,D01765,5282193,Proglumetacin Maleate,hsa:5742,P23219
missing_ligand_affinity_file,enzyme,D01765,5282193,Proglumetacin Maleate,hsa:5743,P35354
missing_uniprot_affinity_for_target,enzyme,D01828,2161,Amlexanox,hsa:2135,Q9UBQ6
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:1432,Q16539
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:225689,Q8TD08
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5594,P28482;Q499G7
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5595,L7RXH5;P27361
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5596,P31152
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5597,Q16659
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5598,Q13164
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5599,P45983
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5600,Q15759
missing_ligand_affinity_file,enzyme,D01840,163751,Fasudil Hydrochloride,hsa:5601,P45984
